opponent_name,game_date,score,opponent_score,location,neutral_site_location,game_length,attendence,opponent_id,year,school_id
Howard Payne,11/07/2018,81,34,Home,,,1097,2741,2019,26172
Our Lady of the Lake,11/09/2018,113,83,Home,,,1003,,2019,26172
UTRGV,11/12/2018,69,76,Home,,,1160,536,2019,26172
UT Arlington,11/16/2018,73,67,Away,,,1569,702,2019,26172
UC Davis,11/17/2018,54,57,Neutral,"Arlington, TX",1 OT,150,108,2019,26172
St. Mary's (TX),11/21/2018,61,58,Home,,,817,1346,2019,26172
UTRGV,11/26/2018,59,68,Away,,,695,536,2019,26172
Tennessee,12/02/2018,51,79,Away,,,14730,694,2019,26172
Texas St.,12/05/2018,55,61,Home,,,1225,670,2019,26172
Huston-Tillotson,12/18/2018,81,63,Home,,,1191,,2019,26172
UTSA,12/20/2018,50,64,Home,,,1004,706,2019,26172
Louisiana Tech,12/22/2018,68,73,Away,,,1307,366,2019,26172
Oklahoma St.,12/29/2018,59,69,Away,,,6745,521,2019,26172
Central Ark.,01/02/2019,87,75,Home,,,936,1004,2019,26172
Lamar University,01/05/2019,55,61,Away,,,0,346,2019,26172
Northwestern St.,01/09/2019,62,61,Away,,,1214,508,2019,26172
Sam Houston St.,01/16/2019,50,72,Away,,,855,624,2019,26172
New Orleans,01/19/2019,76,61,Home,,,1215,474,2019,26172
Nicholls St.,01/23/2019,75,73,Home,,,975,483,2019,26172
Abilene Christian,01/30/2019,71,78,Away,,,1301,2,2019,26172
Houston Baptist,02/02/2019,72,73,Away,,,1000,287,2019,26172
Southeastern La.,02/06/2019,58,64,Home,,,1400,655,2019,26172
Incarnate Word,02/09/2019,70,61,Home,,,2318,2743,2019,26172
Sam Houston St.,02/13/2019,69,70,Home,,,1118,624,2019,26172
New Orleans,02/16/2019,58,68,Away,,,793,474,2019,26172
SFA,02/20/2019,65,55,Away,,,2612,676,2019,26172
Lamar University,02/23/2019,58,63,Home,,,1250,346,2019,26172
Abilene Christian,02/27/2019,64,73,Home,,,1191,2,2019,26172
Incarnate Word,03/02/2019,74,72,Away,,1 OT,860,2743,2019,26172
McNeese,03/06/2019,59,50,Away,,,2426,402,2019,26172
Houston Baptist,03/09/2019,76,69,Home,,,1059,287,2019,26172
Central Ark.,03/13/2019,53,73,Neutral,"Katy, TX",,1650,1004,2019,26172
Arlington Baptist,11/06/2018,107,54,Home,,,1500,,2019,2
Arkansas St.,11/09/2018,94,73,Home,,,1209,30,2019,2
Denver,11/15/2018,67,61,Away,,,804,183,2019,2
Elon,11/22/2018,72,56,Neutral,"Stockton, CA",,0,1068,2019,2
Pacific,11/23/2018,73,71,Away,,,1663,534,2019,2
UC Riverside,11/24/2018,60,48,Neutral,"Stockton, Calif.",,254,111,2019,2
Howard Payne,11/27/2018,90,53,Home,,,1027,2741,2019,2
Pepperdine,12/01/2018,62,77,Away,,,1044,541,2019,2
Campbell,12/04/2018,83,68,Home,,,1048,115,2019,2
Schreiner,12/08/2018,93,53,Home,,,1018,1355,2019,2
Texas Tech,12/15/2018,48,82,Away,,,7169,700,2019,2
Southeast Mo. St.,12/21/2018,70,68,Away,,,672,654,2019,2
McMurry,12/29/2018,88,40,Home,,,685,8530,2019,2
New Orleans,01/02/2019,68,58,Home,,,525,474,2019,2
Sam Houston St.,01/05/2019,68,71,Away,,,771,624,2019,2
McNeese,01/09/2019,73,72,Away,,,1782,402,2019,2
Southeastern La.,01/12/2019,75,72,Away,,,563,655,2019,2
Houston Baptist,01/16/2019,75,68,Home,,,1169,287,2019,2
Northwestern St.,01/19/2019,78,69,Home,,,1199,508,2019,2
SFA,01/23/2019,60,61,Away,,,3027,676,2019,2
Central Ark.,01/26/2019,79,56,Home,,,1669,1004,2019,2
A&M-Corpus Christi,01/30/2019,78,71,Home,,,1301,26172,2019,2
Lamar University,02/06/2019,75,64,Away,,,2438,346,2019,2
Sam Houston St.,02/09/2019,85,90,Home,,2 OT,2397,624,2019,2
Nicholls St.,02/13/2019,64,48,Away,,,313,483,2019,2
Incarnate Word,02/16/2019,68,48,Away,,,739,2743,2019,2
Southeastern La.,02/23/2019,66,75,Home,,,1399,655,2019,2
A&M-Corpus Christi,02/27/2019,73,64,Away,,,1191,26172,2019,2
Central Ark.,03/02/2019,67,55,Away,,,825,1004,2019,2
SFA,03/05/2019,72,58,Home,,,1235,676,2019,2
Incarnate Word,03/09/2019,81,52,Home,,,1501,2743,2019,2
Southeastern La.,03/15/2019,69,66,Neutral,"Katy, TX",,2100,655,2019,2
New Orleans,03/16/2019,77,60,Neutral,"Katy, TX",,1751,474,2019,2
Kentucky,03/21/2019,44,79,Neutral,"Jacksonville, FL",,0,334,2019,2
San Fran. St.,11/09/2018,41,78,Away,,,148,628,2019,30123
Sonoma St.,11/10/2018,66,68,Neutral,"San Francisco, CA",1 OT,169,645,2019,30123
Cal St. East Bay,11/14/2018,74,79,Home,,,60,98,2019,30123
Dixie St.,11/23/2018,68,77,Away,,,1595,30095,2019,30123
Westminster (UT),11/24/2018,50,56,Neutral,"St. George, UT",,137,30209,2019,30123
Point Loma,11/29/2018,51,54,Home,,,40,30149,2019,30123
Concordia (CA),12/01/2018,79,82,Home,,1 OT,147,30199,2019,30123
Notre Dame de Namur,12/08/2018,48,47,Away,,,110,30056,2019,30123
Azusa Pacific,12/19/2018,69,70,Home,,,50,30146,2019,30123
Hawaii Pacific,12/31/2018,73,60,Home,,,67,2696,2019,30123
Chaminade,01/02/2019,71,69,Home,,,71,133,2019,30123
Hawaii Hilo,01/04/2019,72,83,Home,,,110,2697,2019,30123
Biola,01/07/2019,54,62,Home,,,52,30220,2019,30123
Fresno Pacific,01/12/2019,75,52,Home,,,71,30147,2019,30123
Dominican (CA),01/17/2019,81,78,Away,,,149,30118,2019,30123
Holy Names,01/19/2019,82,79,Away,,1 OT,88,30175,2019,30123
Concordia (CA),01/24/2019,83,93,Away,,,250,30199,2019,30123
Point Loma,01/26/2019,66,85,Away,,,301,30149,2019,30123
Fresno Pacific,01/30/2019,72,78,Away,,,287,30147,2019,30123
Dominican (CA),02/01/2019,79,62,Home,,,54,30118,2019,30123
Hawaii Hilo,02/08/2019,68,63,Away,,,521,2697,2019,30123
Hawaii Pacific,02/10/2019,64,69,Away,,,247,2696,2019,30123
Chaminade,02/12/2019,78,90,Away,,,145,133,2019,30123
Holy Names,02/17/2019,77,71,Home,,,81,30175,2019,30123
Notre Dame de Namur,02/21/2019,61,48,Home,,,217,30056,2019,30123
Azusa Pacific,02/28/2019,62,77,Away,,,712,30146,2019,30123
Biola,03/02/2019,61,57,Away,,,521,30220,2019,30123
Azusa Pacific,03/07/2019,67,76,Neutral,"San Rafael, CA",1 OT,150,30146,2019,30123
Tex. Permian Basin,11/09/2018,98,101,Home,,,650,30088,2019,929
West Tex. A&M,11/10/2018,87,112,Home,,,597,767,2019,929
MSU Texas,11/17/2018,71,75,Neutral,"Pueblo, Colo.",,62,1222,2019,929
Central Baptist,11/23/2018,99,107,Neutral,"San Angelo, TX",,89,,2019,929
Angelo St.,11/24/2018,83,92,Away,,,438,25,2019,929
Fort Lewis,12/01/2018,68,60,Home,,1 OT,762,1083,2019,929
Colorado St.-Pueblo,12/07/2018,86,74,Away,,,1035,2720,2019,929
N.M. Highlands,12/08/2018,95,100,Away,,,413,8577,2019,929
Black Hills St.,12/15/2018,69,85,Home,,,282,30134,2019,929
South Dakota Mines,12/16/2018,75,61,Home,,,213,30139,2019,929
Chadron St.,01/04/2019,86,93,Away,,,362,1012,2019,929
MSU Denver,01/05/2019,68,62,Away,,,517,413,2019,929
Colo. Sch. of Mines,01/11/2019,70,84,Home,,,452,155,2019,929
UC-Colo. Springs,01/12/2019,80,83,Home,,,505,9754,2019,929
Colorado Mesa,01/18/2019,74,79,Home,,,657,11416,2019,929
Western St.,01/19/2019,98,89,Home,,,701,2759,2019,929
Colo. Christian,01/25/2019,73,63,Away,,,95,11403,2019,929
Regis (CO),01/26/2019,69,76,Away,,,464,568,2019,929
Westminster (UT),02/01/2019,75,70,Away,,,278,30209,2019,929
Dixie St.,02/02/2019,70,71,Away,,,2335,30095,2019,929
Regis (CO),02/08/2019,78,70,Home,,,703,568,2019,929
Colo. Christian,02/09/2019,78,57,Home,,,653,11403,2019,929
Dixie St.,02/15/2019,63,96,Home,,,688,30095,2019,929
Westminster (UT),02/16/2019,90,72,Home,,,757,30209,2019,929
Western St.,02/22/2019,86,87,Away,,1 OT,289,2759,2019,929
Colorado Mesa,02/23/2019,82,96,Away,,,955,11416,2019,929
Fort Lewis,03/01/2019,90,79,Away,,,636,1083,2019,929
Colo. Sch. of Mines,03/05/2019,70,82,Away,,,347,155,2019,929
Queens (NY),11/10/2018,88,59,Neutral,"Pleasantville, N.Y.",,175,560,2019,3
Chestnut Hill,11/11/2018,96,87,Neutral,"Pleasantville, NY",,105,21323,2019,3
Pace,11/14/2018,84,74,Home,,,297,533,2019,3
New Haven,11/17/2018,67,87,Away,,,421,470,2019,3
Le Moyne,11/20/2018,74,83,Away,,,283,349,2019,3
Felician,11/25/2018,97,91,Home,,,117,23157,2019,3
Goldey-Beacom,11/28/2018,97,90,Home,,,287,8366,2019,3
Southern Conn. St.,12/01/2018,69,85,Away,,,202,658,2019,3
Saint Rose,12/05/2018,68,72,Home,,,216,1347,2019,3
American Int'l,12/08/2018,75,57,Home,,,0,22,2019,3
Molloy,12/19/2018,77,91,Away,,,227,437,2019,3
St. Thomas Aquinas,12/30/2018,85,91,Home,,,225,1348,2019,3
Mercy,01/02/2019,76,59,Away,,,105,407,2019,3
NYIT,01/05/2019,90,48,Home,,,261,477,2019,3
Assumption,01/09/2019,80,79,Away,,,127,36,2019,3
St. Anselm,01/12/2019,98,89,Home,,,287,593,2019,3
Merrimack,01/15/2019,65,78,Home,,,165,410,2019,3
Saint Michael's,01/19/2019,64,58,Away,,,1046,613,2019,3
Bentley,01/23/2019,92,82,Home,,,588,56,2019,3
Franklin Pierce,01/26/2019,86,68,Home,,,647,241,2019,3
Southern N.H.,01/29/2019,99,90,Away,,,704,468,2019,3
Stonehill,02/02/2019,86,76,Away,,,1169,682,2019,3
Le Moyne,02/06/2019,63,77,Home,,,499,349,2019,3
New Haven,02/09/2019,83,78,Home,,,399,470,2019,3
Saint Rose,02/13/2019,83,67,Away,,,177,1347,2019,3
Pace,02/16/2019,87,77,Away,,1 OT,446,533,2019,3
Southern Conn. St.,02/20/2019,81,75,Home,,,564,658,2019,3
American Int'l,02/26/2019,78,82,Away,,,217,22,2019,3
Merrimack,03/03/2019,81,83,Away,,,691,410,2019,3
Defiance,11/10/2018,94,82,Home,,,599,1050,2019,4
Anderson (IN),11/16/2018,76,64,Home,,,0,939,2019,4
Manchester,11/17/2018,78,86,Home,,,411,1192,2019,4
Earlham,11/25/2018,62,54,Away,,,125,195,2019,4
Capital,11/28/2018,67,79,Away,,,174,117,2019,4
CWRU,12/04/2018,50,63,Home,,,399,122,2019,4
Ohio Wesleyan,12/15/2018,69,77,Home,,,95,520,2019,4
Heidelberg,12/21/2018,73,82,Neutral,"Angola, Ind.",1 OT,275,278,2019,4
Spalding,12/22/2018,58,59,Neutral,"Angola, Ind.",,110,23260,2019,4
Thomas More,12/28/2018,57,89,Neutral,"Alliance, OH",,50,1402,2019,4
Mount Union,12/29/2018,52,76,Away,,,185,452,2019,4
Calvin,01/03/2019,55,78,Away,,,672,114,2019,4
Albion,01/05/2019,66,76,Home,,,127,15,2019,4
Trine,01/09/2019,56,83,Home,,,236,30037,2019,4
Hope,01/12/2019,68,76,Away,,,2216,286,2019,4
Olivet,01/16/2019,54,75,Away,,,715,525,2019,4
Alma,01/19/2019,69,74,Home,,,163,21,2019,4
Kalamazoo,01/23/2019,62,67,Away,,,126,326,2019,4
Calvin,01/26/2019,53,79,Home,,,172,114,2019,4
Trine,02/02/2019,53,94,Away,,,821,30037,2019,4
Albion,02/04/2019,57,63,Away,,,354,15,2019,4
Hope,02/06/2019,62,71,Home,,,342,286,2019,4
Olivet,02/09/2019,83,60,Home,,,529,525,2019,4
Alma,02/13/2019,78,74,Away,,,310,21,2019,4
Kalamazoo,02/16/2019,80,77,Home,,,517,326,2019,4
Johnson & Wales (CO),11/06/2018,90,65,Home,,,1083,30046,2019,721
Texas St.,11/09/2018,57,67,Away,,,4058,670,2019,721
UMBC,11/16/2018,72,77,Neutral,"Bailey Town, Bahamas",2 OT,527,391,2019,721
South Dakota,11/18/2018,65,62,Neutral,"Bailey Town, Bahamas",,514,650,2019,721
High Point,11/19/2018,62,69,Neutral,"Bimini, Bahamas",,561,19651,2019,721
Colorado,11/24/2018,56,93,Home,,,2704,157,2019,721
Missouri St.,11/28/2018,88,69,Home,,,1629,669,2019,721
Pacific,12/01/2018,69,82,Away,,,1767,534,2019,721
Denver,12/05/2018,73,65,Home,,,1601,183,2019,721
Army West Point,12/08/2018,61,66,Home,,,1976,725,2019,721
Michigan,12/22/2018,50,71,Away,,,12707,418,2019,721
UC Riverside,12/28/2018,72,60,Home,,,1366,111,2019,721
New Mexico,01/02/2019,58,65,Home,,,1927,473,2019,721
Utah St.,01/05/2019,62,79,Away,,,8412,731,2019,721
Colorado St.,01/08/2019,64,87,Away,,,2268,156,2019,721
San Diego St.,01/12/2019,62,48,Home,,,2346,626,2019,721
UNLV,01/16/2019,106,88,Home,,,3761,465,2019,721
Nevada,01/19/2019,52,67,Away,,,11222,466,2019,721
Boise St.,01/22/2019,74,60,Home,,,1790,66,2019,721
San Jose St.,01/26/2019,73,71,Away,,2 OT,1498,630,2019,721
San Diego St.,01/30/2019,51,66,Away,,,10107,626,2019,721
Colorado St.,02/02/2019,53,85,Home,,,3215,156,2019,721
Wyoming,02/06/2019,81,76,Home,,,1798,811,2019,721
UNLV,02/12/2019,72,77,Away,,,7550,465,2019,721
Utah St.,02/16/2019,62,76,Home,,,3037,731,2019,721
Fresno St.,02/20/2019,64,61,Away,,,5190,96,2019,721
San Jose St.,02/23/2019,82,68,Home,,,2360,630,2019,721
Wyoming,03/02/2019,80,72,Away,,,3991,811,2019,721
Nevada,03/05/2019,79,90,Home,,,3852,466,2019,721
Boise St.,03/09/2019,52,80,Away,,,5677,66,2019,721
San Jose St.,03/13/2019,87,56,Neutral,"Las Vegas, Nevada (Thomas ' Mack Center)",,5578,630,2019,721
Fresno St.,03/14/2019,50,76,Neutral,"Las Vegas, NV",,7518,96,2019,721
Cedarville,11/06/2018,70,50,Home,,,2261,30124,2019,5
Youngstown St.,11/10/2018,98,69,Neutral,"Cleveland, Ohio",,2052,817,2019,5
Chicago St.,11/16/2018,87,46,Home,,,2285,136,2019,5
Clemson,11/19/2018,69,72,Neutral,"George Town, Cayman Islands, TBA",,1050,147,2019,5
Illinois St.,11/20/2018,68,73,Neutral,"Grand Cayman Islands, TBA",,667,299,2019,5
St. Bonaventure,11/21/2018,61,49,Neutral,"Grand Cayman Islands, TBA",,566,596,2019,5
Alabama St.,11/28/2018,86,54,Home,,,2294,7,2019,5
Detroit Mercy,12/01/2018,71,59,Home,,,2364,184,2019,5
Purdue Fort Wayne,12/05/2018,65,68,Away,,,1274,308,2019,5
Marshall,12/15/2018,74,75,Home,,,2748,388,2019,5
Tennessee St.,12/18/2018,82,60,Home,,,2151,691,2019,5
Nevada,12/22/2018,62,68,Away,,,10825,466,2019,5
Carnegie Mellon,12/30/2018,82,55,Home,,,2446,119,2019,5
Western Mich.,01/05/2019,56,48,Home,,,2276,774,2019,5
Central Mich.,01/08/2019,86,88,Away,,1 OT,2126,129,2019,5
Northern Ill.,01/12/2019,56,73,Away,,,906,503,2019,5
Eastern Mich.,01/15/2019,51,49,Home,,,2334,204,2019,5
Miami (OH),01/19/2019,61,68,Away,,,1202,414,2019,5
Central Mich.,01/22/2019,70,67,Home,,,2254,129,2019,5
Northern Ill.,01/26/2019,67,65,Home,,,2996,503,2019,5
Ohio,02/02/2019,65,53,Away,,,7887,519,2019,5
Toledo,02/05/2019,52,63,Away,,,3895,709,2019,5
Kent St.,02/08/2019,72,53,Home,,,4289,331,2019,5
Buffalo,02/12/2019,70,76,Home,,,2646,86,2019,5
Ball St.,02/16/2019,56,57,Away,,,4577,47,2019,5
Bowling Green,02/19/2019,69,73,Away,,,1954,71,2019,5
Miami (OH),02/23/2019,70,58,Home,,,3026,414,2019,5
Buffalo,02/26/2019,64,77,Away,,,5789,86,2019,5
Ohio,03/02/2019,49,73,Home,,,2714,519,2019,5
Bowling Green,03/05/2019,91,67,Home,,,2902,71,2019,5
Kent St.,03/08/2019,65,68,Away,,,6168,331,2019,5
Miami (OH),03/11/2019,80,51,Home,,,2376,414,2019,5
Buffalo,03/14/2019,46,82,Neutral,"Cleveland, OH",,0,86,2019,5
Southern U.,11/06/2018,82,62,Home,,,9793,665,2019,8
Appalachian St.,11/11/2018,81,73,Home,,,9701,27,2019,8
Northeastern,11/15/2018,52,68,Neutral,"Charleston, SC",,2648,500,2019,8
Ball St.,11/16/2018,79,61,Neutral,"Charleston, SC",,2752,47,2019,8
Wichita St.,11/18/2018,90,86,Neutral,"Charleston, SC",,2862,782,2019,8
Murray St.,11/26/2018,78,72,Home,,,9004,454,2019,8
UCF,11/29/2018,64,70,Away,,,4449,128,2019,8
Georgia St.,12/04/2018,80,83,Home,,,9076,254,2019,8
Arizona,12/09/2018,76,73,Home,,,9581,29,2019,8
Liberty,12/18/2018,84,75,Neutral,"Huntsville, AL",,5781,355,2019,8
Penn St.,12/21/2018,73,64,Home,,,10142,539,2019,8
SFA,12/30/2018,79,69,Away,,,7203,676,2019,8
Kentucky,01/05/2019,77,75,Home,,,12424,334,2019,8
LSU,01/08/2019,79,88,Away,,,9718,365,2019,8
Texas A&M,01/12/2019,80,81,Home,,,12288,697,2019,8
Missouri,01/16/2019,70,60,Away,,,8530,434,2019,8
Tennessee,01/19/2019,68,71,Away,,,21957,694,2019,8
Ole Miss,01/22/2019,74,53,Home,,,10710,433,2019,8
Baylor,01/26/2019,68,73,Away,,,7094,51,2019,8
Mississippi St.,01/29/2019,83,79,Home,,,11632,430,2019,8
Auburn,02/02/2019,63,84,Away,,,9121,37,2019,8
Georgia,02/06/2019,89,74,Home,,,10541,257,2019,8
Vanderbilt,02/09/2019,77,67,Away,,,10539,736,2019,8
Mississippi St.,02/12/2019,62,81,Away,,,8022,430,2019,8
Florida,02/16/2019,53,71,Home,,,12148,235,2019,8
Texas A&M,02/19/2019,56,65,Away,,,5459,697,2019,8
Vanderbilt,02/23/2019,68,61,Home,,,11020,736,2019,8
South Carolina,02/26/2019,68,62,Away,,,11164,648,2019,8
LSU,03/02/2019,69,74,Home,,,11570,365,2019,8
Auburn,03/05/2019,60,66,Home,,,11865,37,2019,8
Arkansas,03/09/2019,70,82,Away,,,16253,31,2019,8
Ole Miss,03/14/2019,62,57,Neutral,"Bridgestone Arena,  Nashville, Tennessee",,0,433,2019,8
Kentucky,03/15/2019,55,73,Neutral,"Nashville, TN",,19575,334,2019,8
Norfolk St.,03/20/2019,79,80,Home,,1 OT,2086,485,2019,8
South Fla.,11/06/2018,63,80,Away,,,2213,651,2019,6
Houston,11/10/2018,54,101,Away,,,3725,288,2019,6
Rice,11/12/2018,59,73,Away,,,1103,574,2019,6
BYU,11/17/2018,60,91,Away,,,12206,77,2019,6
Northwestern St.,11/23/2018,66,70,Away,,1 OT,720,508,2019,6
Fordham,11/25/2018,46,77,Away,,,1444,236,2019,6
UAB,11/29/2018,57,67,Home,,,2109,9,2019,6
Austin Peay,12/01/2018,61,73,Home,,,774,43,2019,6
Samford,12/09/2018,59,77,Home,,,499,625,2019,6
South Alabama,12/19/2018,67,79,Away,,,1732,646,2019,6
La Salle,12/21/2018,57,80,Neutral,"Atlantic City, NJ",,0,340,2019,6
Tulane,12/22/2018,67,59,Neutral,"Atlantic City, NJ",,0,718,2019,6
Hawaii,12/29/2018,63,71,Away,,,5043,277,2019,6
Pepperdine,12/31/2018,64,100,Away,,,725,541,2019,6
Jackson St.,01/05/2019,51,54,Home,,1 OT,898,314,2019,6
Grambling,01/07/2019,65,60,Home,,1 OT,1124,261,2019,6
Mississippi Val.,01/12/2019,63,72,Away,,,1997,432,2019,6
Ark.-Pine Bluff,01/14/2019,49,50,Away,,,1624,2678,2019,6
Alabama St.,01/19/2019,54,72,Home,,,3789,7,2019,6
Southern U.,01/26/2019,68,62,Home,,,0,665,2019,6
Alcorn,01/28/2019,71,62,Home,,,0,17,2019,6
Prairie View,02/02/2019,65,81,Away,,,475,553,2019,6
Texas Southern,02/04/2019,74,84,Away,,,752,699,2019,6
Mississippi Val.,02/09/2019,78,63,Home,,,987,432,2019,6
Ark.-Pine Bluff,02/11/2019,60,69,Home,,,0,2678,2019,6
Alabama St.,02/16/2019,62,68,Away,,,5378,7,2019,6
Southern U.,02/23/2019,49,59,Away,,,1281,665,2019,6
Alcorn,02/25/2019,55,61,Away,,,470,17,2019,6
Prairie View,03/02/2019,65,72,Home,,,0,553,2019,6
Texas Southern,03/04/2019,61,66,Home,,,672,699,2019,6
Jackson St.,03/07/2019,47,66,Away,,,0,314,2019,6
Grambling,03/09/2019,58,66,Away,,,1291,261,2019,6
Iowa St.,11/06/2018,53,79,Away,,,13696,311,2019,7
South Dakota St.,11/08/2018,61,78,Away,,,2277,649,2019,7
LaGrange,11/11/2018,97,63,Home,,,3180,1162,2019,7
Birmingham-So.,11/14/2018,86,44,Home,,,1807,28593,2019,7
Iowa,11/21/2018,78,105,Away,,,12939,312,2019,7
Akron,11/28/2018,54,86,Away,,,2294,5,2019,7
Boise St.,12/12/2018,57,67,Away,,,3476,66,2019,7
Utah St.,12/15/2018,48,86,Away,,,6078,731,2019,7
Sam Houston St.,12/18/2018,57,78,Away,,,625,624,2019,7
Liberty,12/21/2018,55,73,Neutral,"St. Petersburg, FL",,158,355,2019,7
Campbell,12/22/2018,69,70,Neutral,"St. Petersburg, FL",,110,115,2019,7
Grambling,01/05/2019,74,53,Home,,,0,261,2019,7
Jackson St.,01/07/2019,59,57,Home,,,1321,314,2019,7
Ark.-Pine Bluff,01/12/2019,71,82,Away,,,1655,2678,2019,7
Mississippi Val.,01/14/2019,81,79,Away,,1 OT,2298,432,2019,7
Alabama A&M,01/19/2019,72,54,Away,,,3789,6,2019,7
Alcorn,01/26/2019,74,59,Home,,,2156,17,2019,7
Southern U.,01/28/2019,69,65,Home,,,2237,665,2019,7
Texas Southern,02/02/2019,59,83,Away,,,874,699,2019,7
Prairie View,02/04/2019,67,69,Away,,,515,553,2019,7
Ark.-Pine Bluff,02/09/2019,69,75,Home,,,0,2678,2019,7
Mississippi Val.,02/11/2019,82,59,Home,,,0,432,2019,7
Alabama A&M,02/16/2019,68,62,Home,,,5378,6,2019,7
Alcorn,02/23/2019,69,74,Away,,1 OT,353,17,2019,7
Southern U.,02/25/2019,60,57,Away,,,2681,665,2019,7
Texas Southern,03/02/2019,68,78,Home,,,1908,699,2019,7
Prairie View,03/04/2019,69,96,Home,,,2200,553,2019,7
Grambling,03/07/2019,66,93,Away,,,1109,261,2019,7
Jackson St.,03/09/2019,70,82,Away,,,1023,314,2019,7
Jackson St.,03/12/2019,58,49,Away,,,0,314,2019,7
Texas Southern,03/15/2019,66,80,Neutral,"Birmingham, AL",,1276,699,2019,7
Antelope Valley,11/02/2018,82,73,Home,,,794,,2019,11
Antelope Valley,11/03/2018,73,65,Home,,,672,,2019,11
Fresno St.,11/06/2018,63,91,Away,,,4614,96,2019,11
Hawaii Pacific,11/09/2018,83,79,Neutral,"Honolulu, HI",,0,2696,2019,11
Chaminade,11/10/2018,62,71,Away,,,153,133,2019,11
Northwood,11/16/2018,77,83,Home,,,623,510,2019,11
Lake Superior St.,11/17/2018,58,67,Home,,,950,345,2019,11
South Dakota Mines,11/23/2018,75,55,Home,,,1464,30139,2019,11
South Dakota Mines,11/24/2018,73,68,Home,,,1768,30139,2019,11
Mont. St. Billings,12/01/2018,74,89,Away,,,304,205,2019,11
Alas. Fairbanks,12/08/2018,67,68,Away,,,476,12,2019,11
Western Ore.,01/03/2019,61,57,Home,,,1501,1446,2019,11
Concordia Portland,01/05/2019,75,66,Home,,,945,30200,2019,11
Saint Martin's,01/10/2019,68,70,Away,,,430,1343,2019,11
Seattle Pacific,01/12/2019,74,87,Away,,,628,634,2019,11
Central Wash.,01/17/2019,79,63,Home,,,953,1010,2019,11
Northwest Nazarene,01/19/2019,85,73,Home,,,808,1274,2019,11
Simon Fraser,01/24/2019,74,53,Away,,,316,30127,2019,11
Western Wash.,01/26/2019,70,63,Away,,,467,1448,2019,11
Concordia Portland,01/31/2019,99,94,Away,,1 OT,407,30200,2019,11
Western Ore.,02/02/2019,61,81,Away,,,518,1446,2019,11
Seattle Pacific,02/07/2019,64,65,Home,,,869,634,2019,11
Saint Martin's,02/09/2019,53,69,Home,,,1006,1343,2019,11
Northwest Nazarene,02/14/2019,77,87,Away,,,531,1274,2019,11
Central Wash.,02/16/2019,92,85,Away,,,796,1010,2019,11
Western Wash.,02/21/2019,66,76,Home,,,733,1448,2019,11
Simon Fraser,02/23/2019,63,67,Home,,1 OT,898,30127,2019,11
Alas. Fairbanks,02/26/2019,100,86,Home,,,857,12,2019,11
Mont. St. Billings,02/28/2019,56,67,Home,,,1602,205,2019,11
Antelope Valley,11/05/2018,94,87,Home,,,313,,2019,12
Chaminade,11/09/2018,67,69,Away,,,173,133,2019,12
Hawaii Pacific,11/10/2018,77,92,Neutral,"Honolulu, HI",,100,2696,2019,12
Hawaii Hilo,11/12/2018,80,86,Away,,,642,2697,2019,12
Lake Superior St.,11/16/2018,63,85,Neutral,"Anchorage, AK",,125,345,2019,12
Northwood,11/17/2018,84,79,Neutral,"Anchorage, AK",,150,510,2019,12
Black Hills St.,11/23/2018,68,64,Neutral,"Billings, MT",,100,30134,2019,12
Cal St. Dom. Hills,11/24/2018,76,75,Neutral,"Billings, MT",,210,92,2019,12
Mont. St. Billings,11/27/2018,76,79,Away,,,513,205,2019,12
Alas. Anchorage,12/08/2018,68,67,Home,,,476,11,2019,12
Concordia Portland,01/03/2019,84,87,Home,,1 OT,407,30200,2019,12
Western Ore.,01/05/2019,80,97,Home,,,154,1446,2019,12
Seattle Pacific,01/10/2019,62,79,Away,,,543,634,2019,12
Saint Martin's,01/12/2019,80,87,Away,,1 OT,632,1343,2019,12
Northwest Nazarene,01/17/2019,73,83,Home,,,203,1274,2019,12
Central Wash.,01/19/2019,59,68,Home,,,171,1010,2019,12
Western Wash.,01/24/2019,62,70,Away,,,907,1448,2019,12
Simon Fraser,01/26/2019,55,88,Away,,,465,30127,2019,12
Western Ore.,01/31/2019,78,94,Away,,,415,1446,2019,12
Concordia Portland,02/02/2019,63,61,Away,,,614,30200,2019,12
Saint Martin's,02/07/2019,68,86,Home,,,213,1343,2019,12
Seattle Pacific,02/09/2019,52,89,Home,,,196,634,2019,12
Central Wash.,02/14/2019,65,84,Away,,,817,1010,2019,12
Northwest Nazarene,02/16/2019,75,104,Away,,,708,1274,2019,12
Simon Fraser,02/21/2019,66,71,Home,,,173,30127,2019,12
Western Wash.,02/23/2019,75,85,Home,,,288,1448,2019,12
Alas. Anchorage,02/26/2019,86,100,Away,,,857,11,2019,12
Mont. St. Billings,03/02/2019,65,92,Home,,,428,205,2019,12
Valdosta St.,11/09/2018,72,78,Home,,,1062,734,2019,13
West Florida,11/10/2018,59,63,Home,,,156,11740,2019,13
Valdosta St.,11/15/2018,92,127,Away,,,751,734,2019,13
Ga. Southwestern,11/17/2018,68,65,Home,,,603,1097,2019,13
Georgia College,11/20/2018,65,71,Home,,,330,1096,2019,13
Central St. (OH),11/24/2018,79,71,Home,,,273,30049,2019,13
Kentucky St.,11/26/2018,86,53,Home,,,882,332,2019,13
Columbus St.,11/29/2018,76,79,Away,,1 OT,726,159,2019,13
