opponent_name,game_date,score,opponent_score,location,neutral_site_location,game_length,attendence,opponent_id,year,school_id
Pepperdine,11/16/2019,69,73,Home,,,2553,541,2020,2
UNLV,11/18/2019,58,72,Away,,,6906,465,2020,2
Champion Chris.,11/21/2019,90,58,Home,,,1937,,2020,2
Texas St.,11/25/2019,56,61,Away,,,1533,670,2020,2
SMU,11/29/2019,51,70,Away,,,4154,663,2020,2
Southeast Mo. St.,12/05/2019,73,64,Home,,,1982,654,2020,2
Dallas Christian,12/07/2019,102,34,Home,,,1270,,2020,2
Howard Payne,12/12/2019,105,36,Home,,,868,2741,2020,2
New Orleans,12/18/2019,77,71,Away,,,381,474,2020,2
Nicholls St.,12/21/2019,79,61,Home,,,461,483,2020,2
Wichita St.,12/29/2019,66,84,Away,,,10506,782,2020,2
Lamar University,01/04/2020,74,62,Away,,,1936,346,2020,2
McNeese,01/08/2020,84,88,Home,,,815,402,2020,2
A&M-Corpus Christi,01/11/2020,68,56,Home,,,1011,26172,2020,2
Southeastern La.,01/18/2020,76,55,Home,,,1638,655,2020,2
Sam Houston St.,01/22/2020,76,82,Away,,1 OT,1197,624,2020,2
Central Ark.,01/25/2020,70,69,Away,,1 OT,1486,1004,2020,2
SFA,01/29/2020,61,71,Away,,,4341,676,2020,2
Incarnate Word,02/01/2020,72,58,Home,,,1192,2743,2020,2
Northwestern St.,02/05/2020,69,73,Away,,,1001,508,2020,2
Lamar University,02/08/2020,84,49,Home,,,1489,346,2020,2
Houston Baptist,02/12/2020,81,67,Home,,,1124,287,2020,2
A&M-Corpus Christi,02/15/2020,78,64,Away,,,1259,26172,2020,2
Houston Baptist,02/19/2020,82,68,Away,,,590,287,2020,2
Southeastern La.,02/22/2020,75,69,Away,,,816,655,2020,2
Sam Houston St.,02/26/2020,85,69,Home,,,1439,624,2020,2
Central Ark.,02/29/2020,75,70,Home,,,1433,1004,2020,2
SFA,03/03/2020,72,77,Home,,,2893,676,2020,2
Incarnate Word,03/07/2020,71,68,Away,,1 OT,831,2743,2020,2
San Fran. St.,11/08/2019,63,78,Neutral,"San Rafael, CA",,87,628,2020,30123
Sonoma St.,11/09/2019,64,60,Neutral,"San Rafael, CA",,73,645,2020,30123
Cal St. East Bay,11/12/2019,61,57,Away,,,287,98,2020,30123
Cal St. San Marcos,11/15/2019,52,68,Neutral,"Seaside, CA",,48,30198,2020,30123
Cal St. Monterey Bay,11/16/2019,74,81,Away,,,112,30055,2020,30123
Chico St.,11/27/2019,63,68,Home,,,121,95,2020,30123
Fresno Pacific,12/05/2019,79,97,Away,,,169,30147,2020,30123
Cal St. San B'dino,12/10/2019,71,85,Home,,,20,93,2020,30123
Chaminade,12/15/2019,75,68,Home,,,65,133,2020,30123
Dominican (CA),12/19/2019,70,77,Home,,,41,30118,2020,30123
Notre Dame de Namur,12/21/2019,74,60,Home,,,30,30056,2020,30123
Azusa Pacific,01/02/2020,59,76,Home,,,70,30146,2020,30123
Concordia (CA),01/04/2020,65,70,Home,,,47,30199,2020,30123
Holy Names,01/07/2020,85,76,Away,,,90,30175,2020,30123
Biola,01/11/2020,67,75,Away,,,355,30220,2020,30123
Point Loma,01/13/2020,62,81,Away,,,130,30149,2020,30123
Dominican (CA),01/17/2020,64,73,Away,,,90,30118,2020,30123
Hawaii Pacific,01/19/2020,63,66,Home,,,58,2696,2020,30123
Chaminade,01/27/2020,75,90,Away,,,136,133,2020,30123
Hawaii Pacific,01/29/2020,74,59,Away,,,143,2696,2020,30123
Hawaii Hilo,01/31/2020,76,66,Away,,,821,2697,2020,30123
Fresno Pacific,02/06/2020,74,65,Home,,,120,30147,2020,30123
Biola,02/08/2020,62,90,Home,,,51,30220,2020,30123
Holy Names,02/13/2020,99,85,Home,,,38,30175,2020,30123
Hawaii Hilo,02/15/2020,91,74,Home,,,62,2697,2020,30123
Azusa Pacific,02/20/2020,69,98,Away,,,633,30146,2020,30123
Concordia (CA),02/22/2020,70,68,Away,,,177,30199,2020,30123
Point Loma,02/27/2020,73,88,Home,,,67,30149,2020,30123
Notre Dame de Namur,02/29/2020,67,60,Away,,,165,30056,2020,30123
Chaminade,03/05/2020,64,90,Neutral,"Azusa, CA",,205,133,2020,30123
West Tex. A&M,11/08/2019,77,108,Away,,,612,767,2020,929
Tex. Permian Basin,11/09/2019,75,94,Away,,,384,30088,2020,929
Embry-Riddle (AZ),11/15/2019,79,73,Neutral,"Durango, CO",,37,,2020,929
Northern N.M.,11/16/2019,74,71,Neutral,"Durango, CO",,75,,2020,929
Northern N.M.,11/23/2019,75,74,Home,,,250,,2020,929
Mont. St. Billings,11/29/2019,75,86,Away,,,0,205,2020,929
Mont. St. Billings,11/30/2019,81,95,Away,,,212,205,2020,929
Colorado St.-Pueblo,12/06/2019,60,72,Home,,,0,2720,2020,929
N.M. Highlands,12/07/2019,92,86,Home,,,0,8577,2020,929
Black Hills St.,12/13/2019,66,81,Away,,,1000,30134,2020,929
South Dakota Mines,12/14/2019,69,72,Away,,,322,30139,2020,929
Fort Lewis,12/21/2019,76,90,Away,,,515,1083,2020,929
Chadron St.,01/03/2020,81,78,Home,,,450,1012,2020,929
MSU Denver,01/04/2020,91,73,Home,,,350,413,2020,929
Colo. Sch. of Mines,01/10/2020,64,90,Away,,,344,155,2020,929
UC-Colo. Springs,01/11/2020,85,92,Away,,,230,9754,2020,929
Colorado Mesa,01/17/2020,76,88,Away,,,766,11416,2020,929
Western St.,01/18/2020,85,88,Away,,,307,2759,2020,929
Colo. Christian,01/24/2020,101,82,Home,,,260,11403,2020,929
Regis (CO),01/25/2020,94,99,Home,,,342,568,2020,929
Westminster (UT),01/31/2020,67,71,Home,,,242,30209,2020,929
Dixie St.,02/01/2020,82,75,Home,,,340,30095,2020,929
Regis (CO),02/07/2020,75,99,Away,,,124,568,2020,929
Colo. Christian,02/08/2020,73,86,Away,,,100,11403,2020,929
Dixie St.,02/14/2020,81,102,Away,,,2217,30095,2020,929
Westminster (UT),02/15/2020,62,90,Away,,,200,30209,2020,929
Western St.,02/21/2020,58,83,Home,,,331,2759,2020,929
Colorado Mesa,02/22/2020,91,94,Home,,,434,11416,2020,929
Fort Lewis,02/28/2020,94,92,Home,,,435,1083,2020,929
Queens (NY),11/08/2019,76,63,Home,,,575,560,2020,3
Georgian Court,11/09/2019,80,66,Home,,,237,9004,2020,3
NYIT,11/17/2019,82,72,Away,,,100,477,2020,3
St. Thomas Aquinas,11/20/2019,78,93,Away,,,222,1348,2020,3
Saint Rose,11/23/2019,85,76,Away,,,164,1347,2020,3
Goldey-Beacom,11/26/2019,75,83,Away,,,195,8366,2020,3
Concordia (NY),12/01/2019,82,62,Home,,,177,162,2020,3
Le Moyne,12/04/2019,76,88,Home,,,204,349,2020,3
American Int'l,12/07/2019,75,54,Home,,,213,22,2020,3
Pace,12/10/2019,67,53,Away,,,327,533,2020,3
Chestnut Hill,12/14/2019,89,61,Away,,,67,21323,2020,3
Molloy,12/18/2019,91,64,Home,,,328,437,2020,3
Mercy,01/01/2020,86,70,Home,,,124,407,2020,3
New Haven,01/04/2020,94,91,Home,,1 OT,377,470,2020,3
Southern Conn. St.,01/08/2020,90,80,Away,,,250,658,2020,3
Southern N.H.,01/11/2020,76,74,Home,,,362,468,2020,3
Stonehill,01/14/2020,57,74,Home,,,314,682,2020,3
St. Anselm,01/18/2020,90,117,Away,,,412,593,2020,3
Assumption,01/22/2020,74,72,Home,,,357,36,2020,3
Franklin Pierce,01/25/2020,61,95,Away,,,186,241,2020,3
Saint Michael's,01/29/2020,63,79,Home,,,473,613,2020,3
Bentley,02/01/2020,77,75,Away,,,262,56,2020,3
American Int'l,02/05/2020,95,92,Away,,1 OT,167,22,2020,3
Le Moyne,02/11/2020,107,99,Away,,,399,349,2020,3
Saint Rose,02/15/2020,87,82,Home,,1 OT,399,1347,2020,3
Pace,02/19/2020,83,87,Home,,1 OT,534,533,2020,3
New Haven,02/22/2020,61,67,Away,,,571,470,2020,3
Southern Conn. St.,02/25/2020,78,94,Home,,,347,658,2020,3
Franklin Pierce,03/01/2020,74,76,Home,,,354,241,2020,3
Earlham,11/09/2019,94,102,Home,,1 OT,400,195,2020,4
Anderson (IN),11/15/2019,75,98,Away,,,649,939,2020,4
Manchester,11/16/2019,87,50,Away,,,320,1192,2020,4
Mount Union,11/23/2019,80,77,Home,,,318,452,2020,4
Muskingum,11/24/2019,78,83,Home,,,239,455,2020,4
Siena Heights,11/26/2019,86,85,Away,,1 OT,587,,2020,4
Ohio Wesleyan,11/30/2019,81,85,Away,,,215,520,2020,4
CWRU,12/07/2019,63,78,Away,,,127,122,2020,4
Loras,12/14/2019,82,61,Neutral,"Angola, IN",,210,364,2020,4
Hiram,12/15/2019,94,87,Neutral,"Angola, IN",,381,281,2020,4
North Park,01/02/2020,89,65,Home,,,220,496,2020,4
Alma,01/08/2020,64,84,Away,,,309,21,2020,4
Kalamazoo,01/11/2020,80,65,Home,,,199,326,2020,4
Trine,01/15/2020,61,75,Home,,,301,30037,2020,4
Hope,01/18/2020,63,87,Away,,,2178,286,2020,4
Albion,01/22/2020,62,84,Away,,,513,15,2020,4
Olivet,01/25/2020,96,83,Home,,,208,525,2020,4
Calvin,01/29/2020,76,59,Home,,,365,114,2020,4
Alma,02/01/2020,72,83,Home,,,387,21,2020,4
Kalamazoo,02/05/2020,92,83,Away,,,179,326,2020,4
Trine,02/08/2020,69,62,Away,,,569,30037,2020,4
Hope,02/12/2020,71,65,Home,,,276,286,2020,4
Albion,02/15/2020,79,78,Home,,,563,15,2020,4
Olivet,02/19/2020,85,76,Away,,,625,525,2020,4
Calvin,02/22/2020,52,81,Away,,,1897,114,2020,4
Hope,02/25/2020,83,73,Home,,,785,286,2020,4
Calvin,02/28/2020,80,78,Neutral,"Albion, MI",,254,114,2020,4
Trine,02/29/2020,80,72,Neutral,"Albion, MI",,356,30037,2020,4
North Central (IL),03/06/2020,54,69,Away,,,585,492,2020,4
Idaho St.,11/07/2019,79,89,Home,,,1633,294,2020,721
Texas St.,11/09/2019,78,71,Home,,,1526,670,2020,721
Army West Point,11/12/2019,69,57,Away,,,546,725,2020,721
TCU,11/18/2019,54,65,Away,,,6110,698,2020,721
LMU (CA),11/21/2019,64,78,Neutral,"Bimini, Bahamas",,200,370,2020,721
Duquesne,11/22/2019,63,69,Neutral,"Bimini, Bahamas",,250,194,2020,721
Indiana St.,11/24/2019,74,84,Neutral,"Bimini, Bahamas",,150,305,2020,721
Jackson St.,12/01/2019,76,52,Home,,,1438,314,2020,721
Wyoming,12/04/2019,86,77,Away,,,3013,811,2020,721
Nevada,12/07/2019,85,100,Home,,,1715,466,2020,721
Denver,12/14/2019,79,75,Away,,,1170,183,2020,721
Johnson & Wales (CO),12/17/2019,99,42,Home,,,1386,30046,2020,721
Drake,12/21/2019,80,85,Home,,,1791,189,2020,721
UC Riverside,12/31/2019,105,56,Home,,,1356,111,2020,721
UNLV,01/04/2020,59,71,Away,,,7633,465,2020,721
Utah St.,01/07/2020,79,60,Home,,,4563,731,2020,721
New Mexico,01/11/2020,78,84,Away,,,11014,473,2020,721
Boise St.,01/15/2020,85,78,Home,,,1758,66,2020,721
Colorado St.,01/18/2020,65,78,Home,,,3159,156,2020,721
Utah St.,01/21/2020,47,72,Away,,,8442,731,2020,721
San Jose St.,01/25/2020,81,90,Away,,,1534,630,2020,721
Fresno St.,01/28/2020,68,79,Home,,,1535,96,2020,721
Nevada,02/04/2020,54,88,Away,,,8299,466,2020,721
San Diego St.,02/08/2020,74,89,Home,,,4401,626,2020,721
Boise St.,02/11/2020,57,74,Away,,,4898,66,2020,721
San Jose St.,02/15/2020,95,86,Home,,,2178,630,2020,721
Fresno St.,02/19/2020,62,71,Away,,,4608,96,2020,721
Wyoming,02/22/2020,72,78,Home,,,1529,811,2020,721
New Mexico,02/26/2020,60,58,Home,,,1925,473,2020,721
Colorado St.,02/29/2020,74,87,Away,,,4862,156,2020,721
Fresno St.,03/04/2020,77,70,Neutral,"Las Vegas, NV",,0,96,2020,721
San Diego St.,03/05/2020,60,73,Neutral,"Las Vegas, NV",,0,626,2020,721
Malone,11/05/2019,81,64,Home,,,0,30137,2020,5
West Virginia,11/08/2019,84,94,Away,,,12513,768,2020,5
N.C. Central,11/15/2019,57,47,Home,,,2103,489,2020,5
USC Upstate,11/18/2019,76,45,Home,,,1973,10411,2020,5
Youngstown St.,11/21/2019,82,60,Home,,,2214,817,2020,5
Louisville,11/24/2019,76,82,Away,,,14889,367,2020,5
Merrimack,11/29/2019,64,47,Home,,,2028,410,2020,5
Marshall,12/04/2019,85,73,Away,,,5350,388,2020,5
Southern U.,12/08/2019,72,57,Home,,,2036,665,2020,5
Concord,12/15/2019,100,50,Home,,,1964,1028,2020,5
Tulane,12/20/2019,62,61,Neutral,"Washington, DC",,0,718,2020,5
Liberty,12/21/2019,67,80,Neutral,"Washington, DC",,942,355,2020,5
Massachusetts,12/30/2019,85,79,Home,,,2375,400,2020,5
Eastern Mich.,01/04/2020,69,45,Away,,,1411,204,2020,5
Western Mich.,01/07/2020,84,69,Home,,,2522,774,2020,5
Ball St.,01/10/2020,75,60,Home,,,2706,47,2020,5
Northern Ill.,01/14/2020,72,49,Away,,,884,503,2020,5
Toledo,01/18/2020,89,99,Home,,,4386,709,2020,5
Miami (OH),01/21/2020,81,60,Away,,,988,414,2020,5
Ohio,01/25/2020,88,86,Away,,,5012,519,2020,5
Buffalo,01/28/2020,74,77,Home,,,3473,86,2020,5
Kent St.,01/31/2020,67,68,Away,,,6339,331,2020,5
Eastern Mich.,02/08/2020,59,58,Home,,,3290,204,2020,5
Bowling Green,02/11/2020,74,59,Home,,,3128,71,2020,5
Central Mich.,02/14/2020,80,67,Away,,,1906,129,2020,5
Western Mich.,02/18/2020,71,67,Away,,,1652,774,2020,5
Miami (OH),02/22/2020,75,65,Home,,,4405,414,2020,5
Bowling Green,02/25/2020,60,78,Away,,,2925,71,2020,5
Buffalo,02/29/2020,86,73,Away,,,5870,86,2020,5
Ohio,03/03/2020,74,67,Home,,,3825,519,2020,5
Kent St.,03/06/2020,79,76,Home,,,5500,331,2020,5
Ohio,03/12/2020,0,0,Neutral,"Cleveland, OH",,0,519,2020,5
Penn,11/05/2019,80,81,Home,,,11223,540,2020,8
Fla. Atlantic,11/11/2019,78,59,Home,,,9117,229,2020,8
Rhode Island,11/15/2019,79,93,Away,,,7021,572,2020,8
Furman,11/19/2019,81,73,Home,,,8763,244,2020,8
North Carolina,11/27/2019,67,76,Neutral,"Paradise Island, Bahamas",,1405,457,2020,8
Iowa St.,11/28/2019,89,104,Neutral,"Nassau, Bahamas",,1299,311,2020,8
Southern Miss.,11/29/2019,83,68,Neutral,"Nassau, Bahamas",,1159,664,2020,8
SFA,12/06/2019,78,68,Home,,,9545,676,2020,8
Penn St.,12/14/2019,71,73,Away,,,7736,539,2020,8
Samford,12/18/2019,105,87,Away,,,5476,625,2020,8
Belmont,12/21/2019,92,72,Neutral,"Huntsville, AL",,5712,14927,2020,8
Richmond,12/29/2019,90,78,Home,,,9960,575,2020,8
Florida,01/04/2020,98,104,Away,,2 OT,9350,235,2020,8
Mississippi St.,01/08/2020,90,69,Home,,,9938,430,2020,8
Kentucky,01/11/2020,67,76,Away,,,20407,334,2020,8
Auburn,01/15/2020,83,64,Home,,,14474,37,2020,8
Missouri,01/18/2020,88,74,Home,,,10950,434,2020,8
Vanderbilt,01/22/2020,77,62,Away,,,9019,736,2020,8
Kansas St.,01/25/2020,77,74,Home,,,11824,327,2020,8
LSU,01/29/2020,76,90,Away,,,10871,365,2020,8
Arkansas,02/01/2020,78,82,Home,,,12461,31,2020,8
Tennessee,02/04/2020,68,69,Home,,,9651,694,2020,8
Georgia,02/08/2020,105,102,Away,,1 OT,10041,257,2020,8
Auburn,02/12/2020,91,95,Away,,1 OT,9121,37,2020,8
LSU,02/15/2020,88,82,Home,,,12479,365,2020,8
Texas A&M,02/19/2020,68,74,Home,,,9157,697,2020,8
Ole Miss,02/22/2020,103,78,Away,,,8393,433,2020,8
Mississippi St.,02/25/2020,73,80,Away,,,6685,430,2020,8
South Carolina,02/29/2020,90,86,Home,,,11112,648,2020,8
Vanderbilt,03/03/2020,79,87,Home,,,9071,736,2020,8
Missouri,03/07/2020,50,69,Away,,,10047,434,2020,8
Tennessee,03/12/2020,0,0,Neutral,"Nashville, TN",,0,694,2020,8
Tennessee St.,11/05/2019,66,106,Away,,,5638,691,2020,6
UAB,11/11/2019,52,74,Away,,,2880,9,2020,6
Cincinnati,11/14/2019,53,85,Away,,,9830,140,2020,6
Miami (OH),11/16/2019,63,79,Away,,,1480,414,2020,6
Clemson,11/21/2019,51,87,Away,,,5616,147,2020,6
Troy,11/25/2019,80,66,Home,,,0,716,2020,6
Jacksonville St.,12/07/2019,67,62,Home,,1 OT,780,315,2020,6
Miami (FL),12/14/2019,74,88,Away,,,4649,415,2020,6
South Alabama,12/17/2019,79,89,Away,,,15450,646,2020,6
North Ala.,12/20/2019,92,80,Home,,,891,487,2020,6
Notre Dame,12/29/2019,56,82,Away,,,8181,513,2020,6
Grambling,01/04/2020,60,70,Away,,,0,261,2020,6
Jackson St.,01/06/2020,66,57,Away,,,295,314,2020,6
Ark.-Pine Bluff,01/11/2020,59,49,Home,,,1201,2678,2020,6
Mississippi Val.,01/13/2020,66,72,Home,,,875,432,2020,6
Alabama St.,01/18/2020,56,65,Home,,,3126,7,2020,6
Alcorn,01/25/2020,58,59,Away,,,0,17,2020,6
Southern U.,01/27/2020,46,67,Away,,,4127,665,2020,6
Texas Southern,02/01/2020,73,82,Home,,,1068,699,2020,6
Prairie View,02/03/2020,54,69,Home,,,1187,553,2020,6
Ark.-Pine Bluff,02/08/2020,58,54,Away,,,0,2678,2020,6
Mississippi Val.,02/10/2020,61,67,Away,,,680,432,2020,6
Alabama St.,02/15/2020,58,61,Away,,,3318,7,2020,6
Alcorn,02/22/2020,71,61,Home,,,1012,17,2020,6
Southern U.,02/24/2020,37,64,Home,,,0,665,2020,6
Texas Southern,02/29/2020,58,85,Away,,,979,699,2020,6
Prairie View,03/02/2020,62,73,Away,,,796,553,2020,6
Grambling,03/05/2020,58,57,Home,,,936,261,2020,6
Jackson St.,03/07/2020,51,54,Home,,,1291,314,2020,6
Prairie View,03/10/2020,60,82,Away,,,789,553,2020,6
Gonzaga,11/05/2019,64,95,Away,,,6000,260,2020,7
Missouri St.,11/10/2019,50,59,Away,,,3639,669,2020,7
Houston,11/12/2019,56,84,Away,,,6430,288,2020,7
Tennessee,11/20/2019,41,76,Away,,,18176,694,2020,7
VCU,11/25/2019,62,78,Away,,,7637,740,2020,7
Chattanooga,11/29/2019,56,74,Neutral,"Niceville, FL",,0,693,2020,7
Chicago St.,11/30/2019,67,54,Neutral,"Niceville, FL",,110,136,2020,7
South Dakota,12/09/2019,59,73,Away,,,1601,650,2020,7
Kansas St.,12/11/2019,41,86,Away,,,7577,327,2020,7
Boise St.,12/14/2019,57,100,Away,,,3478,66,2020,7
UAB,12/21/2019,63,71,Neutral,"St. Petersburg, FL",,176,9,2020,7
Austin Peay,12/22/2019,69,80,Neutral,"St. Petersburg, Fla.",,181,43,2020,7
Oregon,12/29/2019,59,98,Away,,,6771,529,2020,7
Jackson St.,01/04/2020,67,70,Away,,,237,314,2020,7
Grambling,01/06/2020,63,68,Away,,,750,261,2020,7
Mississippi Val.,01/11/2020,81,75,Home,,,1360,432,2020,7
Ark.-Pine Bluff,01/13/2020,56,61,Home,,,1893,2678,2020,7
Alabama A&M,01/18/2020,65,56,Away,,,3126,6,2020,7
Southern U.,01/25/2020,71,80,Away,,,3783,665,2020,7
Alcorn,01/27/2020,60,63,Away,,,374,17,2020,7
Prairie View,02/01/2020,52,49,Home,,,1012,553,2020,7
Texas Southern,02/03/2020,79,55,Home,,,2019,699,2020,7
Mississippi Val.,02/08/2020,87,74,Away,,,990,432,2020,7
Ark.-Pine Bluff,02/10/2020,57,49,Away,,,0,2678,2020,7
Alabama A&M,02/15/2020,61,58,Home,,,3318,6,2020,7
Southern U.,02/22/2020,44,56,Home,,,1290,665,2020,7
Alcorn,02/24/2020,77,80,Home,,,1010,17,2020,7
Prairie View,02/29/2020,58,65,Away,,,0,553,2020,7
Texas Southern,03/02/2020,73,78,Away,,,1019,699,2020,7
Jackson St.,03/05/2020,59,71,Home,,,1289,314,2020,7
Grambling,03/07/2020,58,70,Home,,,2091,261,2020,7
Southern U.,03/10/2020,53,67,Away,,,4758,665,2020,7
Portland Bible,11/02/2019,80,34,Home,,,880,,2020,11
Coast Guard,11/08/2019,88,78,Home,,,5117,722,2020,11
Hawaii Pacific,11/09/2019,77,48,Home,,,1159,2696,2020,11
Chaminade,11/10/2019,56,85,Home,,,996,133,2020,11
San Fran. St.,11/15/2019,81,69,Neutral,"Rohnert Park, CA",,100,628,2020,11
Sonoma St.,11/16/2019,81,69,Away,,,130,645,2020,11
Michigan Tech,11/29/2019,80,83,Home,,,1069,417,2020,11
Northern Mich.,11/30/2019,84,76,Home,,,925,506,2020,11
Concordia Portland,12/05/2019,81,74,Home,,,972,30200,2020,11
Western Ore.,12/07/2019,88,86,Home,,1 OT,841,1446,2020,11
Ark.-Monticello,12/19/2019,74,83,Neutral,"Honolulu, HI",,0,8411,2020,11
Southeastern Okla.,12/20/2019,68,88,Neutral,"Honolulu, HI",,0,1371,2020,11
Hawaii Hilo,12/21/2019,66,64,Neutral,"Honolulu, HI",,0,2697,2020,11
Seattle Pacific,01/02/2020,76,83,Away,,,435,634,2020,11
Saint Martin's,01/04/2020,96,57,Away,,,587,1343,2020,11
Western Wash.,01/09/2020,70,74,Home,,,1186,1448,2020,11
Simon Fraser,01/11/2020,81,66,Home,,,813,30127,2020,11
Central Wash.,01/16/2020,50,84,Away,,,973,1010,2020,11
Northwest Nazarene,01/18/2020,69,80,Away,,,606,1274,2020,11
Alas. Fairbanks,01/21/2020,105,86,Home,,,902,12,2020,11
Mont. St. Billings,01/23/2020,81,80,Away,,,612,205,2020,11
Saint Martin's,01/30/2020,92,81,Home,,,1025,1343,2020,11
Seattle Pacific,02/01/2020,73,79,Home,,,1411,634,2020,11
Simon Fraser,02/06/2020,81,92,Away,,,205,30127,2020,11
Western Wash.,02/08/2020,81,85,Away,,1 OT,735,1448,2020,11
Northwest Nazarene,02/13/2020,90,89,Home,,1 OT,813,1274,2020,11
Central Wash.,02/15/2020,70,68,Home,,1 OT,933,1010,2020,11
Alas. Fairbanks,02/18/2020,94,81,Away,,,507,12,2020,11
Mont. St. Billings,02/22/2020,87,73,Home,,,1375,205,2020,11
Western Ore.,02/27/2020,84,85,Away,,,527,1446,2020,11
Concordia Portland,02/29/2020,69,72,Away,,,387,30200,2020,11
Northwest Nazarene,03/05/2020,85,76,Neutral,"Seattle, WA",,154,1274,2020,11
Seattle Pacific,03/06/2020,86,85,Away,,,317,634,2020,11
Western Wash.,03/07/2020,78,81,Neutral,"Seattle, WA",,338,1448,2020,11
Chaminade,11/09/2019,64,90,Neutral,"Anchorage, AK",,198,133,2020,12
Hawaii Pacific,11/10/2019,75,73,Neutral,"Anchorage, Alaska",,200,2696,2020,12
Cal St. Monterey Bay,11/15/2019,67,96,Away,,,115,30055,2020,12
Cal St. San Marcos,11/16/2019,75,88,Neutral,"Seaside, CA",,42,30198,2020,12
Westminster (UT),11/22/2019,77,89,Away,,,143,30209,2020,12
Dixie St.,11/23/2019,80,90,Neutral,"Salt Lake City, UT",,100,30095,2020,12
Northern Mich.,11/29/2019,45,95,Neutral,"Anchorage, AK",,215,506,2020,12
Michigan Tech,11/30/2019,57,65,Neutral,"Anchorage, AK",,215,417,2020,12
Western Ore.,12/05/2019,72,66,Home,,,291,1446,2020,12
Concordia Portland,12/07/2019,116,111,Home,,2 OT,335,30200,2020,12
Saint Martin's,01/02/2020,98,88,Away,,,628,1343,2020,12
Seattle Pacific,01/04/2020,68,86,Away,,,450,634,2020,12
Simon Fraser,01/09/2020,80,74,Home,,,305,30127,2020,12
Western Wash.,01/11/2020,63,71,Home,,,335,1448,2020,12
Northwest Nazarene,01/16/2020,75,83,Away,,,421,1274,2020,12
Central Wash.,01/18/2020,78,60,Away,,,1014,1010,2020,12
Alas. Anchorage,01/21/2020,86,105,Away,,,902,11,2020,12
Mont. St. Billings,01/25/2020,86,78,Away,,,850,205,2020,12
Seattle Pacific,01/30/2020,83,77,Home,,,325,634,2020,12
Saint Martin's,02/01/2020,75,81,Home,,,345,1343,2020,12
Western Wash.,02/06/2020,96,85,Away,,,689,1448,2020,12
Simon Fraser,02/08/2020,87,85,Away,,,300,30127,2020,12
Central Wash.,02/13/2020,63,66,Home,,,285,1010,2020,12
Northwest Nazarene,02/15/2020,52,94,Home,,,235,1274,2020,12
Alas. Anchorage,02/18/2020,81,94,Home,,,507,11,2020,12
Mont. St. Billings,02/20/2020,71,68,Home,,,396,205,2020,12
Concordia Portland,02/27/2020,73,78,Away,,,234,30200,2020,12
Western Ore.,02/29/2020,89,95,Away,,,628,1446,2020,12
Western Ore.,03/05/2020,91,88,Neutral,"Seattle, WA",,231,1446,2020,12
Western Wash.,03/06/2020,64,76,Neutral,"Seattle, WA",,261,1448,2020,12
West Florida,11/08/2019,73,59,Neutral,"Valdosta, GA",,55,11740,2020,13
Valdosta St.,11/09/2019,87,93,Away,,,615,734,2020,13
