opponent_name,game_date,score,opponent_score,location,neutral_site_location,game_length,attendence,opponent_id,year,school_id
Savannah St.,01/20/2020,59,72,Home,,,653,632,2020,144
Morehouse,01/25/2020,62,67,Away,,,5763,445,2020,144
Albany St. (GA),01/27/2020,71,74,Away,,2 OT,850,13,2020,144
Benedict,02/01/2020,70,83,Away,,,625,55,2020,144
Paine,02/03/2020,77,52,Home,,,578,535,2020,144
Paine,02/08/2020,72,52,Away,,,1055,535,2020,144
Benedict,02/10/2020,70,65,Home,,,548,55,2020,144
Morehouse,02/15/2020,72,46,Home,,,1505,445,2020,144
Albany St. (GA),02/17/2020,62,63,Home,,,1098,13,2020,144
Savannah St.,02/20/2020,69,61,Away,,,1212,632,2020,144
Fort Valley St.,02/25/2020,80,82,Away,,2 OT,976,237,2020,144
Kentucky St.,03/03/2020,64,55,Neutral,"Rock Hill, SC",,0,332,2020,144
Central St. (OH),03/05/2020,83,77,Neutral,"Rock Hill, SC",2 OT,0,30049,2020,144
Miles,03/06/2020,59,65,Neutral,"Rock Hill, SC",,0,422,2020,144
Cobleskill St.,11/09/2019,60,95,Away,,,225,30083,2020,958
Medgar Evers,11/12/2019,92,94,Away,,,256,403,2020,958
Messiah,11/15/2019,69,89,Away,,,415,411,2020,958
Ursinus,11/16/2019,62,92,Neutral,"Mechanicsburg, PA",,60,730,2020,958
York (NY),11/22/2019,76,84,Home,,,50,2730,2020,958
Wilkes,11/23/2019,63,105,Away,,,250,784,2020,958
King's (PA),11/25/2019,71,74,Home,,,75,336,2020,958
Bryn Athyn,11/30/2019,75,71,Home,,,75,30188,2020,958
Penn College,12/03/2019,77,51,Home,,,100,30190,2020,958
Keystone,12/05/2019,75,82,Home,,,130,30047,2020,958
UMES,12/08/2019,39,85,Away,,,300,393,2020,958
Penn St.-Abington,12/10/2019,69,72,Home,,,75,30114,2020,958
Cazenovia,12/14/2019,77,85,Home,,,75,23624,2020,958
Wilson,01/04/2020,68,77,Away,,,126,12973,2020,958
Centenary (NJ),01/07/2020,94,98,Home,,1 OT,75,12884,2020,958
Rosemont,01/09/2020,52,94,Away,,,215,15882,2020,958
St. Elizabeth,01/11/2020,74,70,Home,,,68,9684,2020,958
Cairn,01/15/2020,64,101,Away,,,135,1305,2020,958
SUNY Delhi,01/22/2020,57,84,Away,,,307,30225,2020,958
Bryn Athyn,01/25/2020,58,82,Away,,,100,30188,2020,958
Keystone,01/29/2020,59,86,Away,,,150,30047,2020,958
Centenary (NJ),02/05/2020,62,76,Away,,,175,12884,2020,958
Wilson,02/08/2020,67,80,Home,,,161,12973,2020,958
Rosemont,02/12/2020,59,95,Home,,,75,15882,2020,958
St. Elizabeth,02/15/2020,83,105,Away,,,289,9684,2020,958
Cairn,02/19/2020,84,88,Home,,,80,1305,2020,958
SUNY Canton,11/12/2019,52,60,Away,,,289,30165,2020,146
Alfred St.,11/15/2019,73,65,Away,,,184,30170,2020,146
Alfred,11/16/2019,73,71,Away,,,300,18,2020,146
Oswego St.,11/19/2019,72,80,Home,,,185,530,2020,146
SUNY Potsdam,11/26/2019,75,90,Home,,,119,552,2020,146
Union (NY),12/06/2019,57,74,Away,,,149,727,2020,146
Rensselaer,12/07/2019,50,72,Away,,,215,570,2020,146
St. Lawrence,12/10/2019,81,78,Home,,,270,607,2020,146
Utica,12/14/2019,89,101,Away,,,195,733,2020,146
Plattsburgh St.,01/04/2020,65,71,Away,,,75,547,2020,146
Bard,01/10/2020,77,55,Away,,,85,962,2020,146
Vassar,01/11/2020,64,82,Away,,,143,737,2020,146
Skidmore,01/17/2020,84,86,Home,,,0,642,2020,146
Ithaca,01/18/2020,87,101,Home,,,0,313,2020,146
Hobart,01/24/2020,64,77,Home,,,0,282,2020,146
RIT,01/25/2020,85,90,Home,,,0,580,2020,146
St. Lawrence,01/28/2020,64,65,Away,,,261,607,2020,146
Vassar,01/31/2020,84,72,Home,,,129,737,2020,146
Bard,02/01/2020,87,73,Home,,,117,962,2020,146
RIT,02/07/2020,90,80,Away,,,105,580,2020,146
Hobart,02/08/2020,68,77,Away,,,450,282,2020,146
Ithaca,02/14/2020,82,101,Away,,,320,313,2020,146
Skidmore,02/15/2020,74,63,Away,,,1200,642,2020,146
Rensselaer,02/21/2020,71,74,Home,,,219,570,2020,146
Union (NY),02/22/2020,85,93,Home,,,210,727,2020,146
Lincoln Memorial,11/08/2019,55,87,Away,,,815,1176,2020,20576
Tusculum,11/09/2019,61,78,Neutral,"Harrogate, TN",,100,12830,2020,20576
West Ga.,11/16/2019,97,77,Home,,,125,766,2020,20576
Lenoir-Rhyne,11/20/2019,99,103,Home,,,668,1170,2020,20576
King (TN),11/23/2019,95,85,Away,,,436,30051,2020,20576
Lynn,11/29/2019,85,92,Away,,,217,20794,2020,20576
Nova Southeastern,11/30/2019,85,154,Away,,,275,24639,2020,20576
UNC Pembroke,12/19/2019,74,98,Away,,,1287,537,2020,20576
Georgia College,12/21/2019,81,100,Home,,,167,1096,2020,20576
Augusta,01/04/2020,81,98,Home,,,137,39,2020,20576
Young Harris,01/08/2020,95,102,Away,,,502,30154,2020,20576
S.C. Aiken,01/11/2020,93,102,Home,,,112,11276,2020,20576
Ga. Southwestern,01/15/2020,81,98,Away,,,440,1097,2020,20576
Francis Marion,01/18/2020,82,79,Away,,,982,1085,2020,20576
Lander,01/20/2020,77,92,Away,,,389,1167,2020,20576
Columbus St.,01/22/2020,72,77,Home,,,1072,159,2020,20576
North Georgia,01/25/2020,63,77,Away,,,998,30052,2020,20576
Flagler,01/29/2020,68,72,Home,,,136,30092,2020,20576
UNC Pembroke,02/01/2020,74,85,Home,,,679,537,2020,20576
Young Harris,02/05/2020,70,90,Home,,,182,30154,2020,20576
Georgia College,02/08/2020,103,101,Away,,1 OT,407,1096,2020,20576
Ga. Southwestern,02/12/2020,81,80,Home,,,187,1097,2020,20576
Francis Marion,02/15/2020,102,98,Home,,,1236,1085,2020,20576
Columbus St.,02/19/2020,90,108,Away,,,1132,159,2020,20576
S.C. Aiken,02/22/2020,92,91,Away,,,1308,11276,2020,20576
Flagler,02/26/2020,74,93,Away,,,443,30092,2020,20576
North Georgia,02/29/2020,104,113,Home,,2 OT,379,30052,2020,20576
Virginia Tech,11/05/2019,60,67,Home,,,7500,742,2020,147
Presbyterian,11/07/2019,79,45,Home,,,5713,1320,2020,147
Colgate,11/10/2019,81,68,Home,,,5673,153,2020,147
Detroit Mercy,11/17/2019,87,65,Home,,,5804,184,2020,147
Alabama A&M,11/21/2019,87,51,Home,,,5616,6,2020,147
TCU,11/24/2019,62,60,Neutral,"Las Vegas, NV",1 OT,0,698,2020,147
Colorado,11/26/2019,67,71,Neutral,"Las Vegas, NV",,1407,157,2020,147
Minnesota,12/02/2019,60,78,Away,,,10148,428,2020,147
Florida St.,12/08/2019,53,72,Away,,,7834,234,2020,147
South Carolina,12/15/2019,54,67,Home,,,6394,648,2020,147
Jacksonville,12/20/2019,68,39,Home,,,5632,316,2020,147
Yale,12/22/2019,45,54,Home,,,5632,813,2020,147
Miami (FL),12/31/2019,68,73,Home,,1 OT,5549,415,2020,147
NC State,01/04/2020,81,70,Home,,,6908,490,2020,147
North Carolina,01/11/2020,79,76,Away,,1 OT,21077,457,2020,147
Duke,01/14/2020,79,72,Home,,,8464,193,2020,147
NC State,01/18/2020,54,60,Away,,,16553,490,2020,147
Wake Forest,01/21/2020,71,68,Home,,,6951,749,2020,147
Louisville,01/25/2020,62,80,Away,,,17654,367,2020,147
Syracuse,01/28/2020,71,70,Home,,,6402,688,2020,147
Wake Forest,02/01/2020,44,56,Away,,,7113,749,2020,147
Virginia,02/05/2020,44,51,Away,,,13580,746,2020,147
Notre Dame,02/09/2020,57,61,Home,,,7472,513,2020,147
Pittsburgh,02/12/2020,72,52,Away,,,7530,545,2020,147
Louisville,02/15/2020,77,62,Home,,,9146,367,2020,147
Boston College,02/22/2020,82,64,Away,,,6431,67,2020,147
Georgia Tech,02/25/2020,59,68,Away,,,4763,255,2020,147
Florida St.,02/29/2020,70,69,Home,,,9095,234,2020,147
Virginia Tech,03/04/2020,58,70,Away,,,8901,742,2020,147
Georgia Tech,03/06/2020,62,65,Home,,,8188,255,2020,147
Miami (FL),03/11/2020,69,64,Neutral,"Greensboro, NC",,20809,415,2020,147
Florida St.,03/12/2020,0,0,Neutral,"Greensboro, NC",,0,234,2020,147
Minnesota,11/05/2019,50,85,Away,,,8693,428,2020,148
Edinboro,11/09/2019,79,54,Home,,,3533,209,2020,148
Missouri St.,11/12/2019,53,73,Away,,,3800,669,2020,148
South Carolina,11/15/2019,63,90,Away,,,10083,648,2020,148
FIU,11/19/2019,61,107,Home,,,1524,231,2020,148
UNCW,11/22/2019,47,46,Neutral,"Washington, DC",,0,460,2020,148
Eastern Ky.,11/23/2019,65,51,Neutral,"Washington, D.C.",,739,202,2020,148
Robert Morris,11/30/2019,70,59,Home,,,1031,579,2020,148
Toledo,12/04/2019,65,80,Home,,,1683,709,2020,148
Kent St.,12/07/2019,59,81,Away,,,2176,331,2020,148
Bowling Green,12/15/2019,58,72,Away,,,1725,71,2020,148
DePaul,12/18/2019,65,73,Home,,,991,176,2020,148
ETSU,12/21/2019,55,80,Away,,,3852,198,2020,148
UIC,12/28/2019,66,71,Away,,,1489,302,2020,148
IUPUI,12/30/2019,82,80,Away,,,889,2699,2020,148
Youngstown St.,01/04/2020,82,74,Home,,,1537,817,2020,148
Detroit Mercy,01/09/2020,64,59,Home,,,973,184,2020,148
Oakland,01/11/2020,55,68,Home,,,1561,514,2020,148
Wright St.,01/16/2020,62,75,Away,,,3693,810,2020,148
Northern Ky.,01/18/2020,49,75,Away,,,4390,505,2020,148
Green Bay,01/23/2020,74,78,Home,,,1033,794,2020,148
Milwaukee,01/25/2020,70,53,Home,,,1062,797,2020,148
IUPUI,01/30/2020,72,62,Home,,,1241,2699,2020,148
UIC,02/01/2020,62,64,Home,,,1168,302,2020,148
Youngstown St.,02/08/2020,55,67,Away,,,3298,817,2020,148
Oakland,02/13/2020,74,79,Away,,,2919,514,2020,148
Detroit Mercy,02/15/2020,67,66,Away,,1 OT,1274,184,2020,148
Northern Ky.,02/20/2020,59,73,Home,,,1508,505,2020,148
Wright St.,02/22/2020,74,81,Home,,1 OT,2169,810,2020,148
Milwaukee,02/27/2020,70,68,Away,,,1462,797,2020,148
Green Bay,02/29/2020,67,74,Away,,,3369,794,2020,148
Oakland,03/03/2020,59,80,Away,,,2982,514,2020,148
Alas. Anchorage,11/08/2019,78,88,Away,,,5117,11,2020,722
Salve Regina,11/13/2019,91,78,Home,,,150,623,2020,722
Baruch,11/16/2019,58,65,Neutral,"Danbury, CT",,88,58,2020,722
Western Conn. St.,11/17/2019,79,73,Away,,,333,770,2020,722
Mitchell,11/21/2019,90,65,Home,,,254,30042,2020,722
Roger Williams,11/23/2019,82,96,Away,,,120,583,2020,722
Connecticut Col.,12/04/2019,58,62,Away,,,275,163,2020,722
Merchant Marine,12/08/2019,80,69,Home,,,278,724,2020,722
Marymount (VA),01/04/2020,68,61,Neutral,"York, PA",,307,394,2020,722
Albertus Magnus,01/05/2020,95,103,Neutral,"York, PA",,263,2798,2020,722
Emerson,01/08/2020,75,94,Away,,,0,214,2020,722
MIT,01/11/2020,60,76,Away,,,210,398,2020,722
Babson,01/15/2020,92,94,Away,,1 OT,225,45,2020,722
WPI,01/18/2020,67,79,Home,,,225,808,2020,722
Clark (MA),01/22/2020,103,77,Home,,,103,145,2020,722
Springfield,01/25/2020,82,94,Home,,,387,673,2020,722
Wheaton (MA),01/29/2020,87,84,Away,,,456,779,2020,722
Babson,02/01/2020,84,96,Home,,,232,45,2020,722
Springfield,02/05/2020,99,105,Away,,2 OT,400,673,2020,722
WPI,02/08/2020,81,90,Away,,,500,808,2020,722
MIT,02/12/2020,108,93,Home,,,182,398,2020,722
Clark (MA),02/15/2020,80,64,Away,,,354,145,2020,722
Wheaton (MA),02/19/2020,101,78,Home,,,234,779,2020,722
Emerson,02/22/2020,102,99,Home,,,556,214,2020,722
Emerson,02/26/2020,80,78,Away,,,0,214,2020,722
Springfield,02/28/2020,88,82,Away,,,500,673,2020,722
WPI,03/01/2020,89,86,Away,,1 OT,1200,808,2020,722
Brockport,03/06/2020,86,92,Away,,,2004,78,2020,722
Campbell,11/05/2019,74,75,Home,,,1776,115,2020,149
Hampden-Sydney,11/08/2019,102,66,Home,,,1261,269,2020,149
Northern Ky.,11/12/2019,68,69,Home,,,1015,505,2020,149
Middle Tenn.,11/18/2019,93,72,Home,,,1187,419,2020,149
Utah,11/21/2019,79,57,Home,,,2269,732,2020,149
Baylor,11/22/2019,65,77,Home,,,1921,51,2020,149
Mississippi St.,11/24/2019,56,81,Home,,,1934,430,2020,149
Delaware St.,11/30/2019,92,77,Away,,,191,178,2020,149
Greensboro,12/04/2019,114,79,Home,,,1340,263,2020,149
Winthrop,12/07/2019,92,88,Away,,,2734,792,2020,149
N.C. Central,12/14/2019,91,71,Home,,,987,489,2020,149
Troy,12/19/2019,59,77,Away,,,2005,716,2020,149
South Alabama,12/21/2019,81,69,Away,,,1122,646,2020,149
Ga. Southern,01/02/2020,67,70,Home,,,811,253,2020,149
Georgia St.,01/04/2020,74,72,Home,,,937,254,2020,149
La.-Monroe,01/06/2020,93,64,Home,,,676,498,2020,149
Texas St.,01/09/2020,66,78,Away,,,1153,670,2020,149
UT Arlington,01/11/2020,82,77,Away,,,1416,702,2020,149
Little Rock,01/16/2020,55,71,Home,,,1521,32,2020,149
Arkansas St.,01/18/2020,75,80,Home,,,1313,30,2020,149
Appalachian St.,01/25/2020,58,78,Home,,,1091,27,2020,149
Little Rock,01/30/2020,79,96,Away,,,1562,32,2020,149
Arkansas St.,02/01/2020,83,77,Away,,,1697,30,2020,149
Texas St.,02/06/2020,63,100,Home,,,1497,670,2020,149
UT Arlington,02/08/2020,89,75,Home,,,1502,702,2020,149
Ga. Southern,02/13/2020,69,79,Away,,,1177,253,2020,149
Georgia St.,02/15/2020,80,92,Away,,,2282,254,2020,149
Troy,02/20/2020,90,60,Home,,,1111,716,2020,149
South Alabama,02/22/2020,71,74,Home,,,1127,646,2020,149
Appalachian St.,02/29/2020,84,77,Away,,,3027,27,2020,149
Louisiana,03/03/2020,101,108,Away,,,3489,671,2020,149
UT Arlington,03/07/2020,63,62,Away,,,1125,702,2020,149
Appalachian St.,03/09/2020,65,70,Away,,,1053,27,2020,149
Grinnell,11/09/2019,117,101,Home,,,249,264,2020,150
Cornell College,11/12/2019,77,79,Home,,,209,166,2020,150
Beloit,11/16/2019,84,60,Home,,,147,53,2020,150
Millikin,11/19/2019,77,54,Away,,,250,424,2020,150
Washington-St. Louis,11/22/2019,79,93,Away,,,628,755,2020,150
Whitworth,11/23/2019,59,73,Neutral,"St. Louis, MO",,179,1454,2020,150
Simpson,12/04/2019,58,71,Home,,,274,641,2020,150
Luther,12/07/2019,84,65,Home,,,247,372,2020,150
MacMurray,12/16/2019,73,72,Away,,,78,377,2020,150
Concordia Wisconsin,12/20/2019,86,91,Neutral,"Fort Lauderdale, FL",1 OT,72,1036,2020,150
Randolph,12/22/2019,70,54,Neutral,"Fort Lauderdale, FL",,52,566,2020,150
Buena Vista,01/02/2020,86,80,Away,,2 OT,340,84,2020,150
Central (IA),01/04/2020,86,76,Away,,,300,126,2020,150
Dubuque,01/08/2020,85,90,Away,,,650,192,2020,150
Neb. Wesleyan,01/15/2020,76,82,Away,,,896,462,2020,150
Wartburg,01/18/2020,94,92,Home,,1 OT,380,750,2020,150
Loras,01/22/2020,81,74,Home,,,170,364,2020,150
Central (IA),01/25/2020,84,69,Home,,,210,126,2020,150
Wartburg,01/29/2020,79,63,Away,,,400,750,2020,150
Neb. Wesleyan,02/05/2020,78,84,Home,,,165,462,2020,150
Loras,02/08/2020,76,77,Away,,,562,364,2020,150
Simpson,02/12/2020,80,60,Away,,,267,641,2020,150
Buena Vista,02/15/2020,81,72,Home,,,290,84,2020,150
Dubuque,02/19/2020,81,72,Home,,,210,192,2020,150
Luther,02/22/2020,76,60,Away,,,455,372,2020,150
Wartburg,02/27/2020,103,75,Home,,,240,750,2020,150
Neb. Wesleyan,02/29/2020,50,76,Away,,,798,462,2020,150
Limestone,11/13/2019,58,53,Away,,,234,1174,2020,1023
Limestone,11/20/2019,66,73,Home,,,150,1174,2020,1023
Lander,11/23/2019,63,85,Away,,,412,1167,2020,1023
Wingate,11/26/2019,49,45,Away,,,317,1462,2020,1023
Lincoln Memorial,11/30/2019,61,92,Home,,,80,1176,2020,1023
Gardner-Webb,12/03/2019,59,73,Away,,,970,1092,2020,1023
Mars Hill,12/07/2019,76,84,Home,,1 OT,65,1199,2020,1023
Col. of Charleston,12/08/2019,50,76,Away,,,3726,1014,2020,1023
Lander,12/11/2019,74,80,Home,,,60,1167,2020,1023
Carson-Newman,12/14/2019,70,100,Away,,,312,1000,2020,1023
Queens (NC),12/18/2019,68,70,Home,,,70,11504,2020,1023
Lenoir-Rhyne,01/04/2020,70,89,Away,,,584,1170,2020,1023
Catawba,01/08/2020,81,85,Home,,,60,1001,2020,1023
Tusculum,01/11/2020,67,58,Home,,,80,12830,2020,1023
Anderson (SC),01/15/2020,61,83,Away,,,603,13028,2020,1023
UVa-Wise,01/18/2020,81,77,Away,,,360,30181,2020,1023
Newberry,01/22/2020,74,72,Home,,,76,1257,2020,1023
Lincoln Memorial,01/25/2020,60,86,Away,,,1921,1176,2020,1023
Wingate,01/29/2020,79,86,Home,,,110,1462,2020,1023
Mars Hill,02/01/2020,74,75,Away,,,225,1199,2020,1023
Queens (NC),02/05/2020,56,88,Away,,,428,11504,2020,1023
Carson-Newman,02/08/2020,56,77,Home,,,75,1000,2020,1023
Catawba,02/12/2020,76,90,Away,,,674,1001,2020,1023
Lenoir-Rhyne,02/15/2020,76,59,Home,,,75,1170,2020,1023
Anderson (SC),02/19/2020,74,82,Home,,,80,13028,2020,1023
Tusculum,02/22/2020,59,71,Away,,,587,12830,2020,1023
Newberry,02/26/2020,77,76,Away,,,706,1257,2020,1023
UVa-Wise,02/29/2020,63,77,Home,,,80,30181,2020,1023
USC Upstate,11/05/2019,74,55,Home,,,4014,10411,2020,1014
Georgia St.,11/09/2019,84,80,Home,,,3853,254,2020,1014
Oklahoma St.,11/13/2019,54,73,Home,,,5005,521,2020,1014
Marshall,11/19/2019,76,66,Away,,,6384,388,2020,1014
UCF,11/23/2019,71,72,Away,,,4578,128,2020,1014
Wake Forest,11/28/2019,56,65,Neutral,"Anaheim, CA",,0,749,2020,1014
Providence,11/29/2019,63,55,Neutral,"Fullerton, CA",,1158,556,2020,1014
UCF,12/01/2019,56,77,Neutral,"Fullerton, CA",,0,128,2020,1014
Coker,12/08/2019,76,50,Home,,,3726,1023,2020,1014
Richmond,12/14/2019,71,78,Away,,,5804,575,2020,1014
VCU,12/18/2019,71,76,Home,,,3938,740,2020,1014
South Carolina St.,12/21/2019,73,61,Home,,,3651,647,2020,1014
Drexel,12/28/2019,76,65,Away,,,830,191,2020,1014
Delaware,12/30/2019,75,63,Away,,,2138,180,2020,1014
Towson,01/02/2020,81,69,Home,,,3350,711,2020,1014
James Madison,01/04/2020,85,69,Home,,,4224,317,2020,1014
Elon,01/09/2020,73,65,Away,,,2017,1068,2020,1014
William & Mary,01/11/2020,56,67,Away,,,4384,786,2020,1014
Northeastern,01/16/2020,76,79,Home,,,4340,500,2020,1014
Hofstra,01/18/2020,69,67,Home,,,4301,283,2020,1014
UNCW,01/25/2020,70,72,Home,,,4905,460,2020,1014
James Madison,01/30/2020,87,68,Away,,,2482,317,2020,1014
Towson,02/01/2020,79,70,Away,,,2408,711,2020,1014
William & Mary,02/06/2020,68,50,Home,,,4186,786,2020,1014
Elon,02/08/2020,65,72,Home,,,5108,1068,2020,1014
Hofstra,02/13/2020,63,76,Away,,,2502,283,2020,1014
Northeastern,02/15/2020,51,65,Away,,,1473,500,2020,1014
UNCW,02/22/2020,55,68,Away,,,3557,460,2020,1014
Delaware,02/27/2020,80,71,Home,,,3762,180,2020,1014
Drexel,02/29/2020,75,66,Home,,,5112,191,2020,1014
Delaware,03/08/2020,67,79,Neutral,"Washington D.C., DC",,2149,180,2020,1014
Ramapo,11/16/2019,103,97,Neutral,"New London, CT",1 OT,45,564,2020,151
Anna Maria,11/17/2019,102,71,Neutral,"New London, CT",,54,26,2020,151
Me.-Farmington,11/19/2019,91,65,Home,,,250,379,2020,151
Gordon,11/22/2019,95,77,Home,,,500,1099,2020,151
New England Col.,11/23/2019,103,67,Home,,,650,467,2020,151
New Jersey City,11/30/2019,81,67,Away,,,151,319,2020,151
Kean,12/01/2019,106,102,Away,,,93,329,2020,151
Thomas (ME),12/03/2019,87,69,Home,,,250,2758,2020,151
Colby-Sawyer,12/07/2019,101,69,Away,,,277,152,2020,151
Maine Maritime,01/03/2020,79,57,Away,,,87,378,2020,151
Bowdoin,01/05/2020,108,62,Home,,,250,69,2020,151
Connecticut Col.,01/10/2020,83,50,Home,,,400,163,2020,151
Trinity (CT),01/11/2020,91,77,Home,,,350,713,2020,151
Middlebury,01/17/2020,89,82,Away,,,550,420,2020,151
Williams,01/18/2020,73,61,Away,,,0,789,2020,151
Husson,01/21/2020,97,70,Away,,,400,1133,2020,151
Bowdoin,01/25/2020,81,67,Away,,,523,69,2020,151
Bates,01/31/2020,101,84,Away,,,560,50,2020,151
Tufts,02/01/2020,67,80,Away,,,1243,717,2020,151
Hamilton,02/07/2020,78,74,Home,,,550,267,2020,151
Amherst,02/08/2020,69,87,Home,,,750,24,2020,151
Bates,02/11/2020,72,61,Home,,,250,50,2020,151
Wesleyan (CT),02/14/2020,85,82,Home,,,275,764,2020,151
Southern Me.,02/17/2020,93,91,Away,,,175,662,2020,151
Bates,02/22/2020,102,94,Home,,3 OT,1000,50,2020,151
Amherst,02/29/2020,65,61,Neutral,"Medford, MA",,645,24,2020,151
Tufts,03/01/2020,94,102,Away,,2 OT,1245,717,2020,151
Chris. Newport,03/06/2020,64,74,Neutral,"Hoboken, NJ",,178,139,2020,151
St. Joseph's (ME),11/09/2019,111,97,Home,,,313,605,2020,152
SUNY Poly,11/15/2019,74,76,Neutral,"Williamstown, MA",,48,9500,2020,152
Worcester St.,11/16/2019,85,71,Neutral,"Williamstown, MA",,104,809,2020,152
Norwich,11/19/2019,84,64,Away,,,52,511,2020,152
Plymouth St.,11/26/2019,83,88,Away,,,264,548,2020,152
Rivier,12/03/2019,83,59,Home,,,188,18422,2020,152
Colby,12/07/2019,69,101,Home,,,277,151,2020,152
NVU-Lyndon,12/10/2019,95,92,Away,,,230,30065,2020,152
Middlebury,01/03/2020,80,91,Neutral,"Springfield, MA",,200,420,2020,152
Bridgewater St.,01/04/2020,71,87,Neutral,"Springfield, MA",,100,76,2020,152
Thomas (ME),01/07/2020,81,79,Home,,,88,2758,2020,152
New England Col.,01/13/2020,90,95,Away,,,179,467,2020,152
U New England,01/15/2020,79,90,Home,,,121,1255,2020,152
Albertus Magnus,01/18/2020,71,74,Away,,,375,2798,2020,152
St. Joseph's (ME),01/21/2020,83,98,Away,,,150,605,2020,152
Johnson & Wales (RI),01/25/2020,71,63,Home,,,189,22626,2020,152
Keene St.,01/27/2020,73,88,Home,,,213,330,2020,152
Norwich,01/29/2020,90,63,Home,,,222,511,2020,152
Anna Maria,02/01/2020,77,76,Home,,,230,26,2020,152
Emmanuel (MA),02/04/2020,70,89,Away,,,225,215,2020,152
Lasell,02/08/2020,72,68,Home,,,378,8486,2020,152
Rivier,02/12/2020,87,91,Away,,,75,18422,2020,152
Suffolk,02/15/2020,77,86,Home,,,347,684,2020,152
Regis (MA),02/18/2020,66,68,Away,,,213,569,2020,152
St. Joseph (CT),02/22/2020,76,93,Away,,,500,8687,2020,152
NJIT,11/06/2019,80,75,Home,,,871,471,2020,153
Clemson,11/10/2019,68,81,Away,,,5673,147,2020,153
Syracuse,11/13/2019,54,70,Away,,,21281,688,2020,153
Auburn,11/18/2019,62,91,Away,,,7522,37,2020,153
SUNY Cortland,11/21/2019,89,50,Home,,,807,168,2020,153
CSUN,11/24/2019,64,56,Neutral,"Green Bay, WI",,152,101,2020,153
Green Bay,11/26/2019,99,81,Away,,,1342,794,2020,153
Siena,11/29/2019,72,62,Home,,,872,639,2020,153
Binghamton,12/04/2019,82,74,Away,,,1626,62,2020,153
Niagara,12/08/2019,82,93,Away,,1 OT,1276,482,2020,153
Cornell,12/11/2019,66,58,Home,,,876,167,2020,153
Cincinnati,12/14/2019,67,66,Away,,,10416,140,2020,153
Columbia,12/22/2019,89,71,Home,,,741,158,2020,153
American,01/02/2020,65,51,Home,,,854,23,2020,153
Army West Point,01/06/2020,70,65,Away,,,814,725,2020,153
Loyola Maryland,01/08/2020,92,70,Home,,,710,369,2020,153
Navy,01/11/2020,70,63,Away,,,1516,726,2020,153
Lafayette,01/15/2020,67,71,Away,,,2544,342,2020,153
Boston U.,01/18/2020,79,70,Home,,,901,68,2020,153
Bucknell,01/20/2020,80,65,Home,,,1315,83,2020,153
American,01/25/2020,79,69,Away,,,1214,23,2020,153
Lafayette,01/29/2020,78,80,Home,,,930,342,2020,153
Holy Cross,02/01/2020,73,64,Away,,,1629,285,2020,153
Lehigh,02/05/2020,81,51,Away,,,654,352,2020,153
Navy,02/08/2020,67,60,Home,,,1026,726,2020,153
Boston U.,02/10/2020,79,63,Away,,,656,68,2020,153
Loyola Maryland,02/16/2020,80,84,Away,,,1004,369,2020,153
Lehigh,02/19/2020,70,67,Home,,,852,352,2020,153
Holy Cross,02/23/2020,90,60,Home,,,985,285,2020,153
Bucknell,02/26/2020,70,71,Away,,,2497,83,2020,153
Army West Point,02/29/2020,91,65,Home,,,984,725,2020,153
Lehigh,03/05/2020,83,70,Home,,,1368,352,2020,153
Lafayette,03/08/2020,89,64,Home,,,1427,342,2020,153
Boston U.,03/11/2020,61,64,Home,,,1724,68,2020,153
DBU,11/08/2019,66,78,Home,,,100,1045,2020,11403
St. Edward's,11/09/2019,68,94,Home,,,130,1334,2020,11403
Northwest Nazarene,11/15/2019,74,77,Away,,,491,1274,2020,11403
Central Wash.,11/16/2019,65,70,Neutral,"Nampa, ID",,0,1010,2020,11403
Montana St.,11/26/2019,46,82,Away,,,2574,440,2020,11403
Western Wash.,11/29/2019,69,91,Away,,,323,1448,2020,11403
Simon Fraser,11/30/2019,80,89,Neutral,"Bellingham, WA",,101,30127,2020,11403
Chadron St.,12/06/2019,60,79,Away,,,520,1012,2020,11403
MSU Denver,12/07/2019,76,81,Away,,1 OT,307,413,2020,11403
Colo. Sch. of Mines,12/13/2019,78,86,Home,,,157,155,2020,11403
UC-Colo. Springs,12/14/2019,79,77,Home,,,130,9754,2020,11403
Regis (CO),12/20/2019,66,71,Away,,,213,568,2020,11403
Colorado St.-Pueblo,01/03/2020,78,85,Away,,,1108,2720,2020,11403
N.M. Highlands,01/04/2020,81,102,Away,,,215,8577,2020,11403
Black Hills St.,01/10/2020,67,82,Home,,,163,30134,2020,11403
South Dakota Mines,01/11/2020,73,85,Home,,,140,30139,2020,11403
Dixie St.,01/17/2020,73,84,Away,,,2499,30095,2020,11403
Westminster (UT),01/18/2020,73,94,Away,,,231,30209,2020,11403
Adams St.,01/24/2020,82,101,Away,,,260,929,2020,11403
Fort Lewis,01/25/2020,87,95,Away,,,738,1083,2020,11403
Western St.,01/31/2020,94,92,Home,,1 OT,189,2759,2020,11403
Colorado Mesa,02/01/2020,70,90,Home,,,179,11416,2020,11403
Fort Lewis,02/07/2020,92,87,Home,,,95,1083,2020,11403
Adams St.,02/08/2020,86,73,Home,,,100,929,2020,11403
Colorado Mesa,02/14/2020,64,90,Away,,,789,11416,2020,11403
Western St.,02/15/2020,78,90,Away,,,377,2759,2020,11403
