player_name,class,season,position,height,g,fg_made,fg_attempts,fg_percent,3pt_made,3pt_attempts,3pt_percent,freethrows_made,freethrows_attempts,freethrows_percent,rebounds_num,rebounds_avg,assists_num,assists_avg,blocks_num,blocks_avg,steals_num,steals_avg,points_num,points_avg,turnovers,dd,td,player_id,year,school_id
"Holding, Ben",So.,2017-18,F,78,20,50,104,0.481,4,26,0.154,12,33,0.364,59,2.950,22,1.100,11,0.550,13,0.650,116,5.800,26,0,0,1854107,2018,214
"Jackson, Jared",Sr.,2017-18,G,71,15,7,22,0.318,3,12,0.250,1,6,0.167,18,1.200,4,0.267,2,0.133,4,0.267,18,1.200,12,0,0,1635541,2018,214
"Lantier, Will",Jr.,2017-18,C,83,22,14,32,0.438,0,1,0.000,9,12,0.750,44,2.000,5,0.227,19,0.864,3,0.136,37,1.682,9,0,0,1744510,2018,214
"O'Connor, Jack",So.,2017-18,G,76,25,116,272,0.426,51,143,0.357,67,89,0.753,115,4.600,28,1.120,7,0.280,14,0.560,350,14.000,48,1,0,1865683,2018,214
"Ogadhoh, Jaelen",Fr.,2017-18,F,78,16,10,20,0.500,2,5,0.400,4,7,0.571,24,1.500,1,0.063,4,0.250,3,0.188,26,1.625,7,0,0,1969735,2018,214
"Ries, Jacob",Fr.,2017-18,F,76,16,18,47,0.383,12,31,0.387,6,9,0.667,35,2.188,18,1.125,0,,4,0.250,54,3.375,13,0,0,1969737,2018,214
"Sashin, Mac",Jr.,2017-18,C,85,24,33,65,0.508,0,0,,4,17,0.235,45,1.875,12,0.500,6,0.250,1,0.042,70,2.917,21,0,0,1744509,2018,214
"Sheng, Michael",Sr.,2017-18,G,70,25,99,216,0.458,34,91,0.374,62,69,0.899,95,3.800,101,4.040,5,0.200,30,1.200,294,11.760,63,1,0,1644097,2018,214
"Ventura, Justin",Fr.,2017-18,G,69,9,5,15,0.333,0,5,0.000,3,3,1.000,9,1.000,2,0.222,0,,3,0.333,13,1.444,3,0,0,1969752,2018,214
"Collins, Colton",So.,2017-18,G,75,30,83,199,0.417,60,139,0.432,49,65,0.754,69,2.300,20,0.667,3,0.100,12,0.400,275,9.167,36,0,0,1846941,2018,30193
"Colvin, Kendrick",Jr.,2017-18,F,78,26,179,272,0.658,10,36,0.278,79,120,0.658,200,7.692,52,2.000,36,1.385,20,0.769,447,17.192,58,6,0,1738137,2018,30193
"Fitzpatrick, Jack",Jr.,2017-18,G,70,30,10,25,0.400,10,25,0.400,2,4,0.500,16,0.533,19,0.633,0,,13,0.433,32,1.067,9,0,0,1738134,2018,30193
"Greene, Austin",Jr.,2017-18,G,71,30,65,178,0.365,13,45,0.289,104,140,0.743,65,2.167,85,2.833,2,0.067,38,1.267,247,8.233,39,0,0,1738129,2018,30193
"Lewis, C.",Fr.,2017-18,,,8,2,5,0.400,1,4,0.250,1,1,1.000,0,,0,,0,,1,0.125,6,0.750,2,0,0,1971498,2018,30193
"McClung, Emerson",Jr.,2017-18,F,76,30,108,230,0.470,31,81,0.383,69,82,0.841,92,3.067,61,2.033,4,0.133,20,0.667,316,10.533,50,0,0,1738135,2018,30193
"Palmer, Chris",So.,2017-18,G,77,3,0,1,0.000,0,1,0.000,0,0,,0,,0,,0,,0,,0,,1,0,0,1846943,2018,30193
"Reynolds, Tavish",---,2017-18,,,12,5,10,0.500,4,8,0.500,0,0,,11,0.917,2,0.167,1,0.083,1,0.083,14,1.167,4,0,0,1968047,2018,30193
"Robinson, Kurtis",Sr.,2017-18,G,76,29,100,205,0.488,4,13,0.308,84,124,0.677,207,7.138,78,2.690,20,0.690,41,1.414,288,9.931,61,8,0,1637397,2018,30193
"Robinson, Elijah",Sr.,2017-18,G,77,18,102,194,0.526,25,58,0.431,62,76,0.816,130,7.222,52,2.889,19,1.056,10,0.556,291,16.167,41,4,0,1738133,2018,30193
"Samuel, Austin",---,2017-18,,,30,26,62,0.419,3,6,0.500,20,43,0.465,42,1.400,14,0.467,3,0.100,15,0.500,75,2.500,24,0,0,1967596,2018,30193
"Scheimann, Nicholas",Jr.,2017-18,F,77,27,10,22,0.455,1,5,0.200,3,4,0.750,28,1.037,4,0.148,1,0.037,6,0.222,24,0.889,12,0,0,1738136,2018,30193
"Simpson, Brandon",---,2017-18,,,29,68,146,0.466,21,62,0.339,24,45,0.533,60,2.069,26,0.897,1,0.034,16,0.552,181,6.241,44,0,0,1967595,2018,30193
"Turner, Samuel",Jr.,2017-18,C,80,30,24,56,0.429,7,30,0.233,7,14,0.500,42,1.400,9,0.300,3,0.100,6,0.200,62,2.067,14,0,0,1738132,2018,30193
"Ulloa, Esteban",So.,2017-18,G,75,6,1,2,0.500,1,1,1.000,1,4,0.250,5,0.833,1,0.167,0,,0,,4,0.667,0,0,0,1846942,2018,30193
"Vandiver, Derek",Jr.,2017-18,G,70,30,49,121,0.405,48,119,0.403,6,6,1.000,21,0.700,11,0.367,0,,8,0.267,152,5.067,5,0,0,1860005,2018,30193
"Williams, Nathan",Jr.,2017-18,G,74,30,33,91,0.363,32,89,0.360,1,3,0.333,19,0.633,9,0.300,2,0.067,12,0.400,99,3.300,6,0,0,1738130,2018,30193
"Woodard, Eric",Fr.,2017-18,,,8,1,5,0.200,0,3,0.000,0,0,,2,0.250,1,0.125,0,,2,0.250,2,0.250,1,0,0,1971499,2018,30193
"Albanese, David",Fr.,2017-18,C,77,19,20,35,0.571,0,0,,1,10,0.100,26,1.368,5,0.263,6,0.316,1,0.053,41,2.158,21,0,0,1963977,2018,215
"Billingsley, Mark",Fr.,2017-18,G,69,12,3,11,0.273,1,7,0.143,0,1,0.000,12,1.000,6,0.500,0,,2,0.167,7,0.583,3,0,0,1963974,2018,215
"Cordero, Colin",Sr.,2017-18,G,72,25,71,147,0.483,10,22,0.455,47,59,0.797,73,2.920,99,3.960,2,0.080,33,1.320,199,7.960,47,1,0,1629239,2018,215
"Crisafulli, Zachary",Fr.,2017-18,G,76,25,73,136,0.537,3,14,0.214,50,70,0.714,74,2.960,27,1.080,4,0.160,27,1.080,199,7.960,37,0,0,1963973,2018,215
"Fox, Marcus",Fr.,2017-18,F,76,22,85,159,0.535,0,1,0.000,40,53,0.755,102,4.636,10,0.455,9,0.409,13,0.591,210,9.545,33,0,0,1963990,2018,215
"Greene, Owen",So.,2017-18,F,78,8,12,34,0.353,3,10,0.300,8,10,0.800,16,2.000,4,0.500,1,0.125,5,0.625,35,4.375,10,0,0,1842979,2018,215
"Hardy, Blake",So.,2017-18,G,70,14,5,16,0.313,3,8,0.375,6,6,1.000,9,0.643,6,0.429,0,,5,0.357,19,1.357,16,0,0,1855765,2018,215
"Lough, Ira",Jr.,2017-18,F,77,22,25,68,0.368,6,14,0.429,3,11,0.273,47,2.136,22,1.000,4,0.182,15,0.682,59,2.682,14,0,0,1964015,2018,215
"Mayo, Austin",Fr.,2017-18,G,74,6,3,5,0.600,1,1,1.000,0,2,0.000,0,,4,0.667,0,,3,0.500,7,1.167,1,0,0,1963978,2018,215
"Minetti, Alex",Sr.,2017-18,F,75,24,47,133,0.353,15,50,0.300,23,34,0.676,72,3.000,40,1.667,2,0.083,16,0.667,132,5.500,34,0,0,1629236,2018,215
"Moulder, Jack",Fr.,2017-18,G,76,15,12,28,0.429,12,27,0.444,4,6,0.667,6,0.400,0,,0,,4,0.267,40,2.667,2,0,0,1963993,2018,215
"Riddick, Emmett",So.,2017-18,G,71,21,103,251,0.410,25,79,0.316,55,74,0.743,76,3.619,49,2.333,2,0.095,30,1.429,286,13.619,66,0,0,1855764,2018,215
"Roberts, Andrew",So.,2017-18,F,76,13,4,13,0.308,0,1,0.000,0,0,,17,1.308,1,0.077,1,0.077,1,0.077,8,0.615,6,0,0,1964004,2018,215
"Ruffen, Isaiah",Jr.,2017-18,G,74,24,56,146,0.384,2,19,0.105,19,24,0.792,89,3.708,24,1.000,3,0.125,21,0.875,133,5.542,38,0,0,1744833,2018,215
"Santos, William",Fr.,2017-18,G,74,13,4,10,0.400,1,2,0.500,3,3,1.000,4,0.308,2,0.154,1,0.077,1,0.077,12,0.923,3,0,0,1963989,2018,215
"Santos, Evan",Fr.,2017-18,G,74,8,4,12,0.333,0,2,0.000,1,3,0.333,5,0.625,0,,0,,1,0.125,9,1.125,4,0,0,1963976,2018,215
"Tamburro, Joe",Jr.,2017-18,F,76,25,122,295,0.414,62,160,0.388,40,55,0.727,117,4.680,44,1.760,4,0.160,27,1.080,346,13.840,37,0,0,1746406,2018,215
"Williams, Yannic",So.,2017-18,F,77,15,10,33,0.303,0,0,,6,13,0.462,33,2.200,11,0.733,8,0.533,3,0.200,26,1.733,16,0,0,1855768,2018,215
"Anderson, Alec",Fr.,2017-18,G,76,6,0,1,0.000,0,0,,0,0,,1,0.167,0,,1,0.167,0,,0,,1,0,0,1968934,2018,217
"Avant, Christopher",Sr.,2017-18,F,80,28,132,245,0.539,20,50,0.400,49,59,0.831,199,7.107,19,0.679,24,0.857,19,0.679,333,11.893,50,3,0,1632433,2018,217
"Avant, Donald",Sr.,2017-18,F,79,25,40,62,0.645,0,4,0.000,13,18,0.722,55,2.200,8,0.320,6,0.240,5,0.200,93,3.720,21,0,0,1632434,2018,217
"Baitey, Gebereal",Jr.,2017-18,G,74,28,122,250,0.488,15,43,0.349,49,65,0.754,100,3.571,78,2.786,5,0.179,43,1.536,308,11.000,55,0,0,1743947,2018,217
"Bommarito, Beau",Jr.,2017-18,F,75,28,72,164,0.439,26,76,0.342,31,39,0.795,110,3.929,36,1.286,21,0.750,20,0.714,201,7.179,22,0,0,1743948,2018,217
"Davet, Matt",Fr.,2017-18,F,79,28,79,170,0.465,38,104,0.365,38,49,0.776,87,3.107,7,0.250,11,0.393,18,0.643,234,8.357,17,0,0,1968929,2018,217
"Gigax, Adam",Sr.,2017-18,F,79,27,135,316,0.427,72,189,0.381,38,49,0.776,108,4.000,25,0.926,10,0.370,25,0.926,380,14.074,47,0,0,1632432,2018,217
"Katz, Joseph",Jr.,2017-18,G,74,11,0,3,0.000,0,2,0.000,2,2,1.000,1,0.091,2,0.182,0,,2,0.182,2,0.182,3,0,0,1743950,2018,217
"Rapp, Whit",Sr.,2017-18,G,72,22,52,112,0.464,18,41,0.439,37,46,0.804,104,4.727,167,7.591,2,0.091,37,1.682,159,7.227,43,4,0,1632431,2018,217
"Rowley, Lawrence",Fr.,2017-18,F,77,24,18,38,0.474,3,11,0.273,20,29,0.690,41,1.708,4,0.167,5,0.208,6,0.250,59,2.458,12,0,0,1966888,2018,217
"Stuck, Nick",Fr.,2017-18,G,74,25,23,45,0.511,0,4,0.000,7,13,0.538,27,1.080,23,0.920,1,0.040,2,0.080,53,2.120,20,0,0,1966887,2018,217
"Tupanjanin, Nick",So.,2017-18,G,75,21,6,21,0.286,1,9,0.111,3,3,1.000,6,0.286,7,0.333,2,0.095,5,0.238,16,0.762,1,0,0,1853726,2018,217
"Washburn, Clay",Fr.,2017-18,F,78,21,17,43,0.395,9,31,0.290,5,6,0.833,30,1.429,5,0.238,5,0.238,5,0.238,48,2.286,5,0,0,1966890,2018,217
"Williams, Romin",Fr.,2017-18,G,69,27,136,322,0.422,64,162,0.395,72,96,0.750,67,2.481,70,2.593,0,,33,1.222,408,15.111,68,0,0,1966889,2018,217
"Winchester, Colin",So.,2017-18,F,78,7,3,4,0.750,0,0,,0,0,,2,0.286,0,,0,,0,,6,0.857,2,0,0,1853725,2018,217
"Branscomb, Chase",Sr.,2017-18,F,79,29,169,344,0.491,34,98,0.347,112,145,0.772,246,8.483,43,1.483,19,0.655,16,0.552,484,16.690,53,11,0,1632573,2018,216
"Clark, Jamie",So.,2017-18,G,69,13,2,12,0.167,0,4,0.000,0,0,,2,0.154,2,0.154,0,,5,0.385,4,0.308,5,0,0,1853193,2018,216
"Davis, Andrew",Jr.,2017-18,F,79,18,6,9,0.667,0,1,0.000,1,1,1.000,15,0.833,0,,3,0.167,1,0.056,13,0.722,5,0,0,1744491,2018,216
"Felty, Dylan",Fr.,2017-18,G,73,10,1,3,0.333,1,2,0.500,4,4,1.000,2,0.200,1,0.100,0,,0,,7,0.700,1,0,0,1964692,2018,216
"Hendricks, Jarris",Jr.,2017-18,G,76,29,64,152,0.421,30,85,0.353,32,41,0.780,78,2.690,11,0.379,9,0.310,15,0.517,190,6.552,29,0,0,1744489,2018,216
"Kestner, Cameron",Fr.,2017-18,G,75,9,0,0,,0,0,,2,2,1.000,0,,0,,0,,0,,2,0.222,1,0,0,1964687,2018,216
"McLean, Johnny",Sr.,2017-18,G,72,29,25,61,0.410,9,27,0.333,11,19,0.579,22,0.759,15,0.517,2,0.069,10,0.345,70,2.414,27,0,0,1632570,2018,216
"Molden, Colin",So.,2017-18,G,72,21,108,231,0.468,31,75,0.413,44,64,0.688,52,2.476,108,5.143,1,0.048,39,1.857,291,13.857,46,2,0,1853192,2018,216
"Roache, Ethan",Fr.,2017-18,F,73,10,1,4,0.250,1,2,0.500,1,4,0.250,7,0.700,0,,0,,0,,4,0.400,2,0,0,1964666,2018,216
"Shelor, John",Sr.,2017-18,G,75,29,154,316,0.487,58,137,0.423,50,58,0.862,88,3.034,38,1.310,8,0.276,30,1.034,416,14.345,37,0,0,1632572,2018,216
"Spencer, Daniel",So.,2017-18,G,74,27,133,263,0.506,12,50,0.240,50,83,0.602,139,5.148,66,2.444,3,0.111,43,1.593,328,12.148,54,2,0,1843285,2018,216
"Suggs, Tharon",Fr.,2017-18,G,72,29,87,226,0.385,35,97,0.361,57,75,0.760,70,2.414,102,3.517,0,,23,0.793,266,9.172,67,0,0,1964649,2018,216
"Walker, Noah",Sr.,2017-18,F,76,11,1,4,0.250,0,0,,0,1,0.000,1,0.091,2,0.182,0,,0,,2,0.182,1,0,0,1632575,2018,216
"Wynn, Alic",Jr.,2017-18,F,78,29,107,189,0.566,0,1,0.000,82,113,0.726,315,10.862,14,0.483,27,0.931,12,0.414,296,10.207,37,13,0,1744488,2018,216
"Dale, Jack",Fr.,2017-18,,,17,7,23,0.304,0,6,0.000,10,13,0.769,8,0.471,5,0.294,0,,2,0.118,24,1.412,6,0,0,1967307,2018,1071
"Emery, Jawan",Sr.,2017-18,F,79,25,25,59,0.424,4,8,0.500,16,23,0.696,29,1.160,14,0.560,10,0.400,8,0.320,70,2.800,34,0,0,1857842,2018,1071
"Fort, Duncan",Fr.,2017-18,,,22,8,24,0.333,4,11,0.364,7,10,0.700,17,0.773,3,0.136,3,0.136,1,0.045,27,1.227,6,0,0,1967306,2018,1071
"Hall, Brandon",Jr.,2017-18,G,71,28,132,351,0.376,36,103,0.350,96,140,0.686,99,3.536,101,3.607,4,0.143,23,0.821,396,14.143,49,1,0,1635388,2018,1071
"Hluchoweckyj, Malik",Jr.,2017-18,,,28,58,134,0.433,13,38,0.342,21,27,0.778,55,1.964,36,1.286,3,0.107,12,0.429,150,5.357,39,0,0,1967296,2018,1071
"Hodge, Danny",So.,2017-18,G,71,26,17,50,0.340,7,25,0.280,6,12,0.500,27,1.038,14,0.538,0,,5,0.192,47,1.808,15,0,0,1861655,2018,1071
"Limuel, Stephaun",Sr.,2017-18,F,78,28,115,171,0.673,21,45,0.467,67,85,0.788,220,7.857,42,1.500,25,0.893,44,1.571,318,11.357,41,10,0,1857841,2018,1071
"McCullough, Isaac",Fr.,2017-18,,,17,8,25,0.320,7,23,0.304,1,3,0.333,10,0.588,5,0.294,0,,1,0.059,24,1.412,4,0,0,1967309,2018,1071
"Morton, Brian",Sr.,2017-18,G,73,28,88,214,0.411,24,64,0.375,52,74,0.703,99,3.536,56,2.000,5,0.179,23,0.821,252,9.000,46,0,0,1857840,2018,1071
"Shell, Grant",So.,2017-18,G,,27,64,181,0.354,40,116,0.345,44,54,0.815,46,1.704,29,1.074,6,0.222,23,0.852,212,7.852,41,0,0,1967204,2018,1071
"Thomas, Hassan",Jr.,2017-18,F,,28,82,190,0.432,13,27,0.481,46,64,0.719,133,4.750,21,0.750,22,0.786,12,0.429,223,7.964,37,0,0,1967203,2018,1071
"Vandiver, Garin",Sr.,2017-18,F,77,27,79,185,0.427,37,95,0.389,21,27,0.778,94,3.481,22,0.815,6,0.222,9,0.333,216,8.000,25,0,0,1857843,2018,1071
"Brown, Keith",So.,2017-18,G,74,27,222,499,0.445,105,256,0.410,104,136,0.765,147,5.444,51,1.889,6,0.222,26,0.963,653,24.185,56,2,0,1849095,2018,8981
"Campbell, Jimmy",So.,2017-18,F,76,14,1,6,0.167,0,0,,0,1,0.000,22,1.571,6,0.429,1,0.071,1,0.071,2,0.143,8,0,0,1968366,2018,8981
"Catizone, Mathew",So.,2017-18,G,72,20,22,59,0.373,10,37,0.270,14,15,0.933,29,1.450,25,1.250,2,0.100,9,0.450,68,3.400,19,0,0,1849094,2018,8981
"Clifford, Vinny",Jr.,2017-18,G,76,26,69,168,0.411,48,130,0.369,22,35,0.629,93,3.577,36,1.385,8,0.308,13,0.500,208,8.000,30,0,0,1743773,2018,8981
"Curtis, Griffin",Fr.,2017-18,F,77,19,10,29,0.345,4,12,0.333,9,13,0.692,27,1.421,13,0.684,3,0.158,14,0.737,33,1.737,16,0,0,1968368,2018,8981
"Del Ricci, Joe",Fr.,2017-18,G,73,21,24,49,0.490,15,30,0.500,0,2,0.000,18,0.857,6,0.286,0,,6,0.286,63,3.000,13,0,0,1968333,2018,8981
"Ellis, Louis",Fr.,2017-18,F,76,16,7,19,0.368,6,17,0.353,1,2,0.500,12,0.750,0,,0,,0,,21,1.313,3,0,0,1968364,2018,8981
"Geva-Cohen, Ofek",Fr.,2017-18,G,75,5,1,5,0.200,0,2,0.000,0,0,,0,,0,,0,,0,,2,0.400,3,0,0,1968336,2018,8981
"Johnson, Brendan",So.,2017-18,G,72,11,1,9,0.111,1,3,0.333,0,0,,3,0.273,3,0.273,0,,2,0.182,3,0.273,1,0,0,1853959,2018,8981
"Maselek, Nick",Fr.,2017-18,G,75,6,4,8,0.500,0,0,,5,5,1.000,5,0.833,1,0.167,1,0.167,2,0.333,13,2.167,1,0,0,1968361,2018,8981
"McDevitt, Matt",Fr.,2017-18,F,78,28,105,216,0.486,75,161,0.466,27,41,0.659,114,4.071,55,1.964,20,0.714,12,0.429,312,11.143,33,0,0,1968369,2018,8981
"Noonan, Russell",Fr.,2017-18,F,76,8,6,13,0.462,3,7,0.429,0,2,0.000,6,0.750,3,0.375,1,0.125,3,0.375,15,1.875,4,0,0,1968367,2018,8981
"O'Brien, Rob",Jr.,2017-18,G,75,24,54,120,0.450,8,24,0.333,18,24,0.750,86,3.583,20,0.833,10,0.417,8,0.333,134,5.583,19,0,0,1743771,2018,8981
"Pettway, Jordan",Fr.,2017-18,G,70,28,46,116,0.397,13,46,0.283,27,35,0.771,56,2.000,44,1.571,0,,13,0.464,132,4.714,23,0,0,1968363,2018,8981
"Rudolph, Jake",So.,2017-18,G,74,6,3,6,0.500,2,4,0.500,1,1,1.000,0,,2,0.333,1,0.167,0,,9,1.500,1,0,0,1854389,2018,8981
"Shehadi, Joe",Jr.,2017-18,G,70,24,45,122,0.369,27,81,0.333,44,52,0.846,120,5.000,92,3.833,3,0.125,29,1.208,161,6.708,31,0,0,1743772,2018,8981
"Thibeault, Nick",Jr.,2017-18,F,79,28,103,198,0.520,19,47,0.404,32,47,0.681,131,4.679,24,0.857,11,0.393,8,0.286,257,9.179,31,1,0,1743774,2018,8981
"Villa, Joel",Sr.,2017-18,G,72,28,90,178,0.506,19,44,0.432,47,73,0.644,127,4.536,99,3.536,6,0.214,39,1.393,246,8.786,49,0,0,1632831,2018,8981
"Bullock, Hunter",Jr.,2017-18,F,77,3,1,2,0.500,0,1,0.000,0,0,,0,,0,,0,,0,,2,0.667,0,0,0,1855762,2018,1072
"Dunams, Neiman",---,2017-18,,,14,1,9,0.111,1,8,0.125,1,3,0.333,2,0.143,7,0.500,0,,3,0.214,4,0.286,2,0,0,1967436,2018,1072
"Ferguson, Taylor",Sr.,2017-18,G,70,2,0,1,0.000,0,1,0.000,0,0,,0,,0,,0,,0,,0,,0,0,0,1634859,2018,1072
"Helgerson, Parker",Sr.,2017-18,F,75,25,38,75,0.507,36,73,0.493,2,5,0.400,40,1.600,24,0.960,1,0.040,9,0.360,114,4.560,14,0,0,1855758,2018,1072
"Houston, Monta",---,2017-18,,,14,2,4,0.500,1,2,0.500,2,4,0.500,4,0.286,3,0.214,1,0.071,1,0.071,7,0.500,3,0,0,1967439,2018,1072
"Lungwana, Fineto",Sr.,2017-18,G,74,23,17,44,0.386,11,27,0.407,6,15,0.400,18,0.783,6,0.261,1,0.043,4,0.174,51,2.217,14,0,0,1634870,2018,1072
"Maness, Blake",Sr.,2017-18,G,75,10,20,48,0.417,11,31,0.355,7,10,0.700,39,3.900,14,1.400,4,0.400,11,1.100,58,5.800,12,0,0,1522236,2018,1072
"Nolan, Jr., Thomas",Sr.,2017-18,G,72,26,36,116,0.310,27,86,0.314,12,17,0.706,34,1.308,39,1.500,0,,16,0.615,111,4.269,31,0,0,1522234,2018,1072
"Perdue, Miles",Sr.,2017-18,F,77,20,7,13,0.538,0,0,,3,6,0.500,11,0.550,1,0.050,4,0.200,4,0.200,17,0.850,6,0,0,1855756,2018,1072
"Pettit, Jaylen",Jr.,2017-18,G,74,6,0,4,0.000,0,4,0.000,0,1,0.000,1,0.167,0,,0,,0,,0,,0,0,0,1855761,2018,1072
"Shackleford, Caleb",---,2017-18,,,25,18,44,0.409,1,6,0.167,9,16,0.563,35,1.400,10,0.400,2,0.080,13,0.520,46,1.840,7,0,0,1967440,2018,1072
"Shelton, Justin",Sr.,2017-18,F,77,27,25,43,0.581,0,0,,8,17,0.471,85,3.148,12,0.444,11,0.407,11,0.407,58,2.148,18,0,0,1634873,2018,1072
"Smith, Jordan",Sr.,2017-18,C,48,3,1,2,0.500,0,0,,0,0,,3,1.000,0,,0,,0,,2,0.667,0,0,0,1522240,2018,1072
"Smith, Wesley",Sr.,2017-18,G,72,2,0,1,0.000,0,1,0.000,2,2,1.000,0,,0,,0,,0,,2,1.000,0,0,0,1634874,2018,1072
"Smoot Jr., Trent",So.,2017-18,F,76,28,71,174,0.408,20,61,0.328,29,41,0.707,103,3.679,23,0.821,9,0.321,14,0.500,191,6.821,47,0,0,1855763,2018,1072
"Spence, Nelson",Sr.,2017-18,F,77,3,0,1,0.000,0,1,0.000,1,2,0.500,1,0.333,1,0.333,0,,1,0.333,1,0.333,1,0,0,1634876,2018,1072
"Steeple, Zezmon",So.,2017-18,G,68,26,91,238,0.382,34,105,0.324,48,73,0.658,69,2.654,73,2.808,0,,17,0.654,264,10.154,44,0,0,1855754,2018,1072
"Thompson, JT",So.,2017-18,F,76,3,0,0,,0,0,,0,0,,1,0.333,0,,0,,0,,0,,0,0,0,1855760,2018,1072
"Venable, Austin",---,2017-18,F,,28,191,342,0.558,2,7,0.286,53,85,0.624,211,7.536,35,1.250,47,1.679,7,0.250,437,15.607,83,8,0,1967441,2018,1072
"Washington, Jaywaun",So.,2017-18,F,78,26,69,136,0.507,13,34,0.382,30,45,0.667,135,5.192,22,0.846,11,0.423,20,0.769,181,6.962,36,2,0,1855759,2018,1072
"Watson, Jordan",So.,2017-18,G,74,25,106,254,0.417,50,135,0.370,47,60,0.783,81,3.240,55,2.200,5,0.200,26,1.040,309,12.360,58,0,0,1855757,2018,1072
"Weir, Adam",---,2017-18,,,3,0,1,0.000,0,0,,0,0,,2,0.667,1,0.333,0,,1,0.333,0,,0,0,0,1984865,2018,1072
"Weir, Andrew",---,2017-18,,,5,0,2,0.000,0,2,0.000,1,2,0.500,1,0.200,0,,0,,0,,1,0.200,1,0,0,1967830,2018,1072
"Zagorac, Andy",Jr.,2017-18,F,78,1,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,1,0,0,1746841,2018,1072
"Armus, Mladen",Fr.,2017-18,F,82,34,84,134,0.627,0,1,0.000,45,73,0.616,187,5.500,17,0.500,15,0.441,19,0.559,213,6.265,46,1,0,1954542,2018,198
"Bradford, Desonta",Sr.,2017-18,G,76,33,180,380,0.474,42,135,0.311,105,142,0.739,191,5.788,116,3.515,15,0.455,62,1.879,507,15.364,72,3,0,1622091,2018,198
"Burrell, David",Sr.,2017-18,F,78,33,90,186,0.484,18,66,0.273,32,53,0.604,160,4.848,30,0.909,20,0.606,16,0.485,230,6.970,43,2,0,1853568,2018,198
"Edwards, Andre",Jr.,2017-18,G,78,4,12,28,0.429,4,12,0.333,1,2,0.500,11,2.750,3,0.750,3,0.750,5,1.250,29,7.250,2,0,0,1954544,2018,198
"Harrison, James",Jr.,2017-18,F,80,15,12,25,0.480,0,0,0.000,2,9,0.222,19,1.267,2,0.133,4,0.267,1,0.067,26,1.733,7,0,0,1954540,2018,198
"Hodges, Bo",Fr.,2017-18,G,77,32,109,213,0.512,6,25,0.240,65,98,0.663,111,3.469,29,0.906,22,0.688,26,0.813,289,9.031,32,0,0,1954537,2018,198
"Jurkin, Peter",Sr.,2017-18,C,84,33,89,157,0.567,7,17,0.412,62,74,0.838,154,4.667,6,0.182,36,1.091,15,0.455,247,7.485,35,2,0,1622090,2018,198
"Long, Jermaine",Sr.,2017-18,G,75,34,39,117,0.333,19,77,0.247,27,33,0.818,75,2.206,87,2.559,4,0.118,34,1.000,124,3.647,55,0,0,1853572,2018,198
"McCloud, Jalan",Sr.,2017-18,G,71,33,144,297,0.485,31,80,0.388,71,96,0.740,95,2.879,114,3.455,7,0.212,37,1.121,390,11.818,79,0,0,1954539,2018,198
"Obi-Rapu, Kanayo",Jr.,2017-18,G,75,28,27,82,0.329,21,64,0.328,19,22,0.864,34,1.214,15,0.536,2,0.071,7,0.250,94,3.357,8,0,0,1954536,2018,198
"Overstreet, Karl",Sr.,2017-18,F,82,2,1,1,1.000,0,0,0.000,0,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,2,1.000,0,0,0,1954543,2018,198
"Payne, Devontavius",Sr.,2017-18,G,74,33,107,262,0.408,70,179,0.391,24,30,0.800,104,3.152,36,1.091,16,0.485,30,0.909,308,9.333,31,0,0,1853566,2018,198
"Reppart, Dillon",Sr.,2017-18,G,75,8,2,8,0.250,2,5,0.400,2,5,0.400,7,0.875,3,0.375,0,0.000,1,0.125,8,1.000,1,0,0,1853571,2018,198
"Williams, Jason",So.,2017-18,G,71,32,30,67,0.448,24,50,0.480,5,11,0.455,23,0.719,42,1.313,2,0.063,12,0.375,89,2.781,31,0,0,1853569,2018,198
"Ahnafield, Austin",Sr.,2017-18,F,75,17,4,14,0.286,0,1,0.000,1,4,0.250,29,1.706,7,0.412,3,0.176,2,0.118,9,0.529,4,0,0,1633743,2018,218
"Banks, Jaedon",Fr.,2017-18,F,81,5,2,3,0.667,0,0,,4,4,1.000,4,0.800,1,0.200,2,0.400,1,0.200,8,1.600,1,0,0,1966929,2018,218
"Bennington, Dakota",---,2017-18,G,,17,102,213,0.479,18,58,0.310,64,76,0.842,125,7.353,26,1.529,12,0.706,13,0.765,286,16.824,50,3,0,1974892,2018,218
"Burgos, Gabe",Jr.,2017-18,G,74,2,0,2,0.000,0,0,,0,0,,2,1.000,0,,0,,0,,0,,0,0,0,1741326,2018,218
"Crawford, J'Len",Fr.,2017-18,G,75,2,1,1,1.000,0,0,,0,0,,1,0.500,0,,0,,0,,2,1.000,0,0,0,1968970,2018,218
"Dehm, Jordan",So.,2017-18,F,77,26,72,174,0.414,25,77,0.325,19,22,0.864,189,7.269,28,1.077,20,0.769,18,0.692,188,7.231,28,5,0,1859904,2018,218
"Eakle, Jordan",So.,2017-18,G,73,2,0,2,0.000,0,2,0.000,0,0,,0,,0,,0,,0,,0,,0,0,0,1859903,2018,218
"Fawcett, Cade",Sr.,2017-18,G,74,10,6,16,0.375,1,6,0.167,2,4,0.500,4,0.400,4,0.400,0,,1,0.100,15,1.500,1,0,0,1633739,2018,218
