opponent_name,game_date,score,opponent_score,location,neutral_site_location,game_length,attendence,opponent_id,year,school_id
St. Thomas Aquinas,03/10/2018,91,78,Neutral,"Syracuse, N.Y. - Ted Grant Court",,100,1348,2018,984
Merrimack,03/11/2018,109,91,Neutral,"Syracuse, N.Y. - Ted Grant Court",,77,410,2018,984
Le Moyne,03/13/2018,59,75,Away,,,1007,349,2018,984
Penn St.-Hazleton,11/10/2017,94,55,Home,,,317,,2018,65
Georgian Court,11/15/2017,70,59,Away,,,225,9004,2018,65
Pitt.-Johnstown,11/18/2017,65,92,Away,,,450,546,2018,65
Indiana (PA),11/19/2017,81,83,Away,,1 OT,435,307,2018,65
Holy Family,11/21/2017,86,67,Home,,,147,1126,2018,65
Felician,11/29/2017,87,80,Away,,,115,23157,2018,65
California (PA),12/02/2017,79,94,Home,,,239,106,2018,65
Slippery Rock,12/03/2017,74,77,Home,,,248,643,2018,65
Clarion,12/09/2017,83,80,Home,,,255,143,2018,65
Lock Haven,12/30/2017,87,76,Away,,,174,360,2018,65
Kutztown,01/03/2018,92,97,Away,,,742,339,2018,65
Cheyney,01/06/2018,110,59,Home,,,185,135,2018,65
West Chester,01/08/2018,98,90,Home,,,258,765,2018,65
Millersville,01/10/2018,95,72,Away,,,210,423,2018,65
East Stroudsburg,01/13/2018,62,98,Away,,,450,197,2018,65
Seton Hill,01/17/2018,78,70,Away,,,220,30063,2018,65
Mansfield,01/20/2018,85,92,Home,,,328,384,2018,65
Shippensburg,01/24/2018,65,75,Home,,,344,638,2018,65
West Chester,01/27/2018,86,78,Away,,,1134,765,2018,65
Kutztown,01/31/2018,71,76,Home,,,547,339,2018,65
Lock Haven,02/03/2018,85,77,Home,,,515,360,2018,65
Cheyney,02/07/2018,75,58,Home,,,213,135,2018,65
Millersville,02/10/2018,89,78,Home,,,446,423,2018,65
East Stroudsburg,02/14/2018,76,94,Home,,,383,197,2018,65
Mansfield,02/21/2018,74,73,Away,,,374,384,2018,65
Shippensburg,02/24/2018,74,85,Away,,,623,638,2018,65
Kutztown,02/26/2018,79,93,Away,,,1022,339,2018,65
Lincoln (PA),11/11/2017,76,67,Home,,,75,357,2018,985
Concord,11/15/2017,87,83,Away,,,934,1028,2018,985
Ga. Southern,11/16/2017,52,120,Away,,,1567,253,2018,985
Bluefield Col.,11/21/2017,80,92,Home,,,130,,2018,985
Lees-McRae,11/25/2017,87,92,Home,,,75,13302,2018,985
Virginia St.,11/28/2017,55,86,Home,,,75,743,2018,985
Longwood,11/29/2017,59,84,Away,,,1128,363,2018,985
Winston-Salem,12/01/2017,70,72,Away,,,2122,791,2018,985
Apprentice,12/03/2017,81,78,Home,,,75,,2018,985
Virginia Union,12/09/2017,66,79,Home,,,75,744,2018,985
Ky. Wesleyan,12/13/2017,74,93,Away,,,1004,333,2018,985
UIndy,12/14/2017,74,91,Away,,,304,309,2018,985
Elizabeth City St.,12/30/2017,52,71,Away,,,150,210,2018,985
Livingstone,01/02/2018,72,79,Away,,,100,359,2018,985
Alderson Broaddus,01/06/2018,63,64,Home,,,100,934,2018,985
West Va. Tech,01/10/2018,87,65,Home,,,75,,2018,985
Walsh,01/15/2018,63,75,Away,,,415,30141,2018,985
Kent St.-Tuscarawas,01/16/2018,85,71,Away,,,75,,2018,985
Voorhees,01/20/2018,100,85,Home,,,75,,2018,985
Salem (WV),01/27/2018,69,66,Away,,,71,19117,2018,985
Concord,01/29/2018,59,70,Home,,,510,1028,2018,985
Mid-Atlantic Christ.,02/01/2018,85,33,Away,,,0,,2018,985
Apprentice,02/02/2018,78,74,Away,,,0,,2018,985
Mount Olive,02/07/2018,70,97,Home,,,100,1245,2018,985
Catawba,02/10/2018,55,76,Home,,,125,1001,2018,985
Johnson & Wales (NC),02/12/2018,78,71,Away,,,0,,2018,985
Kent St.-Tuscarawas,02/23/2018,103,57,Home,,,75,,2018,985
Salem (WV),02/24/2018,97,77,Home,,,75,19117,2018,985
Roanoke,11/17/2017,55,70,Away,,,881,578,2018,987
Spalding,11/18/2017,63,65,Neutral,"Salem, Va.",,100,23260,2018,987
Kalamazoo,11/29/2017,67,73,Away,,,312,326,2018,987
Transylvania,12/02/2017,59,74,Home,,,250,28749,2018,987
Earlham,12/06/2017,81,78,Home,,,250,195,2018,987
Hanover,12/09/2017,54,59,Away,,,711,1115,2018,987
Franklin,12/16/2017,86,83,Away,,1 OT,281,2694,2018,987
Hiram,12/20/2017,61,79,Away,,,157,281,2018,987
Ohio St. Lima,12/29/2017,94,57,Home,,,125,,2018,987
Illinois Col.,12/30/2017,82,74,Home,,,150,297,2018,987
Mt. St. Joseph,01/03/2018,41,62,Away,,,100,8567,2018,987
Anderson (IN),01/06/2018,70,80,Home,,,200,939,2018,987
Defiance,01/10/2018,75,47,Home,,,500,1050,2018,987
Rose-Hulman,01/13/2018,73,70,Away,,,350,585,2018,987
Manchester,01/17/2018,71,66,Home,,,250,1192,2018,987
Transylvania,01/20/2018,67,81,Away,,,205,28749,2018,987
Earlham,01/24/2018,63,76,Away,,,189,195,2018,987
Hanover,01/27/2018,70,71,Home,,,600,1115,2018,987
Mt. St. Joseph,01/31/2018,66,64,Home,,,300,8567,2018,987
Rose-Hulman,02/03/2018,75,83,Home,,1 OT,600,585,2018,987
Defiance,02/07/2018,85,65,Away,,,475,1050,2018,987
Anderson (IN),02/10/2018,81,86,Away,,,843,939,2018,987
Manchester,02/14/2018,81,85,Away,,,217,1192,2018,987
Franklin,02/17/2018,96,73,Home,,,750,2694,2018,987
Hanover,02/20/2018,78,88,Away,,,539,1115,2018,987
Eastern Ore.,11/10/2017,104,65,Home,,,4095,,2018,66
Southern Utah,11/12/2017,90,69,Home,,,3052,667,2018,66
UTEP,11/16/2017,58,56,Neutral,"HTC Center (Conway, SC)",,701,704,2018,66
Illinois St.,11/17/2017,82,64,Neutral,"HTC Center (Conway, SC)",,875,299,2018,66
Iowa St.,11/19/2017,64,75,Neutral,"HTC Center - Conway, S.C.",,2119,311,2018,66
Loyola Marymount,11/25/2017,68,48,Home,,,5750,370,2018,66
Loyola Chicago,11/28/2017,87,53,Home,,,3738,371,2018,66
Oregon,12/01/2017,73,70,Away,,,7688,529,2018,66
Portland,12/03/2017,77,54,Home,,,4518,551,2018,66
Sacramento St.,12/09/2017,77,54,Home,,,4648,102,2018,66
Grand Canyon,12/13/2017,85,80,Home,,2 OT,4628,1104,2018,66
SMU,12/18/2017,63,86,Away,,,6551,663,2018,66
Colorado St.,12/27/2017,93,71,Home,,,7538,156,2018,66
UNLV,12/30/2017,83,74,Away,,,11892,465,2018,66
New Mexico,01/03/2018,90,62,Home,,,7557,473,2018,66
Wyoming,01/06/2018,78,79,Away,,1 OT,5301,811,2018,66
Fresno St.,01/09/2018,70,64,Away,,,4980,96,2018,66
San Diego St.,01/13/2018,83,80,Home,,,10874,626,2018,66
Utah St.,01/17/2018,71,67,Home,,,7002,731,2018,66
Nevada,01/20/2018,68,74,Away,,,11164,466,2018,66
San Jose St.,01/24/2018,94,71,Home,,,7378,630,2018,66
Air Force,01/27/2018,70,64,Away,,,2436,721,2018,66
UNLV,02/03/2018,93,91,Home,,1 OT,10737,465,2018,66
New Mexico,02/06/2018,73,71,Away,,,11357,473,2018,66
Utah St.,02/10/2018,65,71,Away,,,8421,731,2018,66
Nevada,02/14/2018,72,77,Home,,,8611,466,2018,66
Air Force,02/17/2018,76,52,Home,,,7530,721,2018,66
Colorado St.,02/21/2018,87,54,Away,,,2850,156,2018,66
San Diego St.,02/27/2018,64,72,Away,,,11211,626,2018,66
Wyoming,03/03/2018,95,87,Home,,,10303,811,2018,66
Utah St.,03/08/2018,75,78,Neutral,"Las Vegas, Nevada (Thomas & Mack Center)",,7138,731,2018,66
Washington,03/14/2018,74,77,Away,,2 OT,3119,756,2018,66
Maine,11/10/2017,85,65,Home,,,4522,380,2018,67
South Carolina St.,11/12/2017,91,52,Home,,,3104,647,2018,67
Sacred Heart,11/14/2017,73,53,Home,,,3130,590,2018,67
Texas Tech,11/18/2017,64,75,Neutral,"Mohegan Sun Arena, Uncasville, Conn.",,3545,700,2018,67
La Salle,11/19/2017,82,61,Neutral,Mohegan Sun Arena,,4021,340,2018,67
Colgate,11/22/2017,83,79,Home,,,3277,153,2018,67
Providence,11/25/2017,66,86,Away,,,10806,556,2018,67
Nebraska,11/29/2017,62,71,Away,,,15338,463,2018,67
Hartford,12/02/2017,73,61,Away,,,3438,272,2018,67
Duke,12/09/2017,89,84,Home,,,8606,193,2018,67
Columbia,12/12/2017,81,66,Home,,,3989,158,2018,67
Central Conn. St.,12/17/2017,84,65,Home,,,4669,127,2018,67
Richmond,12/23/2017,78,73,Home,,1 OT,5538,575,2018,67
Virginia,12/30/2017,58,59,Away,,,14538,746,2018,67
Clemson,01/03/2018,70,74,Home,,,3911,147,2018,67
Wake Forest,01/06/2018,77,71,Home,,,5247,749,2018,67
North Carolina,01/09/2018,66,96,Away,,,17104,457,2018,67
Dartmouth,01/13/2018,86,72,Home,,,4953,172,2018,67
Florida St.,01/15/2018,81,75,Home,,,5867,234,2018,67
Louisville,01/21/2018,69,77,Away,,,16827,367,2018,67
Syracuse,01/24/2018,63,81,Away,,,21262,688,2018,67
Virginia Tech,01/31/2018,80,85,Home,,1 OT,4091,742,2018,67
Georgia Tech,02/04/2018,80,72,Home,,1 OT,4763,255,2018,67
Notre Dame,02/06/2018,85,96,Away,,,8953,513,2018,67
Miami (FL),02/10/2018,72,70,Home,,,7740,415,2018,67
Pittsburgh,02/13/2018,81,58,Away,,,2835,545,2018,67
Notre Dame,02/17/2018,67,84,Home,,,8606,513,2018,67
NC State,02/20/2018,66,82,Away,,,15225,490,2018,67
Miami (FL),02/24/2018,78,79,Away,,,7010,415,2018,67
Syracuse,02/28/2018,85,70,Home,,,5718,688,2018,67
Florida St.,03/03/2018,76,85,Away,,,9825,234,2018,67
Georgia Tech,03/06/2018,87,77,Neutral,"Barclays Center (Brooklyn, NY)",,10612,255,2018,67
NC State,03/07/2018,91,87,Neutral,"Barclays Center (Brooklyn, NY)",,17732,490,2018,67
Clemson,03/08/2018,82,90,Neutral,"Barclays Center (Brooklyn, NY)",,17732,147,2018,67
Western Ky.,03/13/2018,62,79,Away,,2 OT,6176,772,2018,67
Northeastern,11/10/2017,59,65,Home,,,1535,500,2018,68
Albany (NY),11/13/2017,74,88,Home,,,444,14,2018,68
UConn,11/19/2017,66,85,Away,,,6308,164,2018,68
Maine,11/22/2017,78,69,Away,,,874,380,2018,68
Wheaton (MA),11/26/2017,83,48,Home,,,339,779,2018,68
New Hampshire,11/29/2017,70,69,Away,,,317,469,2018,68
Miami (FL),12/05/2017,54,69,Away,,,6893,415,2018,68
Bethune-Cookman,12/08/2017,90,87,Away,,,816,61,2018,68
UMass Lowell,12/13/2017,82,87,Away,,,1475,368,2018,68
Elon,12/17/2017,69,77,Home,,,589,1068,2018,68
Harvard,12/21/2017,63,74,Away,,,1175,275,2018,68
Army West Point,12/29/2017,90,82,Home,,,503,725,2018,68
Bucknell,01/02/2018,84,79,Away,,,2018,83,2018,68
Loyola Maryland,01/05/2018,65,68,Away,,,642,369,2018,68
Lehigh,01/08/2018,92,81,Home,,,403,352,2018,68
Colgate,01/11/2018,72,58,Home,,,387,153,2018,68
Holy Cross,01/14/2018,54,40,Away,,,1561,285,2018,68
American,01/17/2018,58,69,Home,,,705,23,2018,68
Navy,01/20/2018,75,68,Away,,,1942,726,2018,68
Lafayette,01/24/2018,75,72,Away,,,1144,342,2018,68
Bucknell,01/28/2018,79,91,Home,,,900,83,2018,68
Loyola Maryland,01/31/2018,64,55,Home,,,704,369,2018,68
Lehigh,02/03/2018,75,80,Away,,,1214,352,2018,68
Colgate,02/07/2018,60,74,Away,,,959,153,2018,68
Holy Cross,02/10/2018,62,73,Home,,,571,285,2018,68
American,02/14/2018,56,60,Away,,,505,23,2018,68
Navy,02/17/2018,48,62,Home,,,1404,726,2018,68
Lafayette,02/21/2018,81,65,Home,,,540,342,2018,68
Army West Point,02/24/2018,61,59,Away,,,992,725,2018,68
Lehigh,03/01/2018,88,82,Away,,,1491,352,2018,68
Bucknell,03/04/2018,59,90,Away,,,2925,83,2018,68
St. Lawrence,11/17/2017,80,74,Neutral,"Westfield, Mass. (Woodward Center)",,175,607,2018,69
Westfield St.,11/18/2017,67,61,Away,,,256,777,2018,69
U New England,11/21/2017,120,93,Home,,,314,1255,2018,69
Babson,11/26/2017,80,71,Home,,,323,45,2018,69
Southern Me.,11/28/2017,84,72,Away,,,188,662,2018,69
Anna Maria,11/30/2017,101,69,Away,,,130,26,2018,69
Colby,12/02/2017,84,89,Away,,,575,151,2018,69
St. Joseph's (ME),12/05/2017,58,77,Home,,,122,605,2018,69
Bates,12/07/2017,70,63,Home,,,423,50,2018,69
Me.-Farmington,12/10/2017,87,67,Home,,,123,379,2018,69
Bates,01/05/2018,71,50,Away,,,200,50,2018,69
Tufts,01/06/2018,65,87,Away,,,321,717,2018,69
Me.-Presque Isle,01/09/2018,81,62,Away,,,124,30040,2018,69
Trinity (CT),01/12/2018,68,73,Home,,,222,713,2018,69
Husson,01/16/2018,90,87,Away,,,550,1133,2018,69
Colby,01/20/2018,83,77,Home,,,323,151,2018,69
Pine Manor,01/23/2018,73,67,Away,,,84,544,2018,69
Hamilton,01/26/2018,72,68,Home,,,425,267,2018,69
Amherst,01/27/2018,60,75,Home,,,402,24,2018,69
Middlebury,02/02/2018,70,72,Away,,,815,420,2018,69
Williams,02/03/2018,55,72,Away,,,429,789,2018,69
Connecticut Col.,02/09/2018,77,60,Home,,,233,163,2018,69
Wesleyan (CT),02/10/2018,65,74,Home,,,425,764,2018,69
Amherst,02/17/2018,70,71,Away,,,759,24,2018,69
Shepherd,11/10/2017,79,71,Away,,,458,10870,2018,70
Wheeling Jesuit,11/11/2017,72,87,Neutral,"Shepherdstown, WV - Butcher Center",,276,12799,2018,70
Bloomfield,11/14/2017,70,82,Away,,,300,984,2018,70
Alderson Broaddus,11/18/2017,80,90,Away,,,167,934,2018,70
Indiana (PA),11/22/2017,62,69,Home,,,566,307,2018,70
Augusta,11/25/2017,91,80,Away,,,255,39,2018,70
Newberry,11/26/2017,74,72,Away,,,118,1257,2018,70
Gannon,11/29/2017,63,59,Home,,1 OT,762,246,2018,70
Dist. Columbia,12/04/2017,89,83,Home,,,1071,186,2018,70
Kutztown,12/06/2017,79,87,Away,,,438,339,2018,70
West Chester,12/11/2017,85,94,Home,,,688,765,2018,70
Johnson C. Smith,12/16/2017,65,82,Away,,,315,323,2018,70
Winston-Salem,12/18/2017,67,69,Away,,,622,791,2018,70
Saint Augustine's,01/04/2018,87,82,Home,,1 OT,542,594,2018,70
Shaw,01/06/2018,64,73,Home,,1 OT,762,636,2018,70
Fayetteville St.,01/08/2018,79,59,Home,,,448,223,2018,70
Livingstone,01/10/2018,63,70,Away,,,551,359,2018,70
Lincoln (PA),01/13/2018,69,64,Away,,,1825,357,2018,70
Virginia Union,01/20/2018,60,67,Away,,,2102,744,2018,70
Chowan,01/24/2018,68,63,Home,,,2058,8875,2018,70
Virginia St.,01/27/2018,65,55,Away,,,4457,743,2018,70
Elizabeth City St.,02/03/2018,75,70,Away,,,3600,210,2018,70
Lincoln (PA),02/07/2018,74,65,Home,,,2151,357,2018,70
Virginia Union,02/10/2018,52,74,Home,,,1857,744,2018,70
Chowan,02/17/2018,83,86,Away,,,820,8875,2018,70
Virginia St.,02/21/2018,65,75,Home,,,2156,743,2018,70
Elizabeth City St.,02/24/2018,85,71,Home,,,1071,210,2018,70
Livingstone,03/01/2018,80,77,Neutral,"Spectrum Center - Charlotte, N.C.",,8560,359,2018,70
Johnson C. Smith,03/02/2018,71,80,Neutral,"Spectrum Center - Charlotte, N.C.",,1488,323,2018,70
Drexel,11/10/2017,78,69,Away,,,2504,191,2018,71
South Dakota,11/13/2017,79,88,Home,,,1237,650,2018,71
FGCU,11/18/2017,83,80,Home,,,2440,28755,2018,71
Lake Erie,11/20/2017,109,106,Home,,1 OT,1505,2746,2018,71
USC Upstate,11/24/2017,83,74,Neutral,"Buies Creek, N.C. (Gore Arena)",,1083,10411,2018,71
Campbell,11/25/2017,78,72,Away,,,1208,115,2018,71
Abilene Christian,11/26/2017,83,88,Neutral,"Buies Creek, NC (Pope Center/Gore Arena)",,450,2,2018,71
San Jose St.,11/29/2017,85,79,Home,,,1635,630,2018,71
Norfolk St.,12/02/2017,92,77,Away,,,1378,485,2018,71
Evansville,12/05/2017,76,91,Home,,,1489,219,2018,71
Old Dominion,12/09/2017,46,88,Away,,,5418,523,2018,71
Green Bay,12/21/2017,81,78,Away,,1 OT,2973,794,2018,71
Lourdes,12/28/2017,97,56,Home,,,1927,,2018,71
Miami (OH),01/02/2018,72,77,Home,,,1524,414,2018,71
Eastern Mich.,01/06/2018,75,71,Away,,1 OT,1253,204,2018,71
Northern Ill.,01/09/2018,66,57,Home,,,2013,503,2018,71
Akron,01/13/2018,78,80,Away,,,3204,5,2018,71
Miami (OH),01/16/2018,81,70,Away,,,996,414,2018,71
Central Mich.,01/20/2018,75,84,Home,,,3103,129,2018,71
Northern Ill.,01/23/2018,62,93,Away,,,883,503,2018,71
Toledo,01/27/2018,75,101,Away,,,6812,709,2018,71
Ohio,01/30/2018,66,50,Home,,,1540,519,2018,71
Kent St.,02/03/2018,70,62,Home,,,3540,331,2018,71
Ball St.,02/06/2018,56,59,Away,,,3245,47,2018,71
Eastern Mich.,02/10/2018,70,63,Home,,1 OT,1918,204,2018,71
Western Mich.,02/13/2018,83,81,Home,,,1421,774,2018,71
Buffalo,02/16/2018,82,95,Away,,,5707,86,2018,71
Akron,02/20/2018,79,81,Home,,,1540,5,2018,71
Kent St.,02/24/2018,63,64,Away,,,5022,331,2018,71
Ohio,02/27/2018,59,75,Away,,,6108,519,2018,71
Buffalo,03/02/2018,70,100,Home,,,1924,86,2018,71
Central Mich.,03/05/2018,77,81,Away,,1 OT,1910,129,2018,71
IUPUI,11/11/2017,68,53,Home,,,4936,2699,2018,72
Delaware,11/14/2017,61,53,Home,,,4556,180,2018,72
Vermont,11/17/2017,64,65,Neutral,Bahamas Showcase,,334,738,2018,72
UTSA,11/18/2017,71,69,Neutral,"Nassau, The Bahamas (KI Gymnasium)",,247,706,2018,72
Weber St.,11/19/2017,70,64,Neutral,"Nassau, Bahamas",,312,758,2018,72
Missouri S&T,11/22/2017,79,47,Home,,,4655,435,2018,72
Ga. Southern,11/25/2017,62,57,Home,,,4670,253,2018,72
Eastern Ill.,12/01/2017,67,56,Home,,,5275,201,2018,72
San Diego St.,12/03/2017,52,75,Away,,,11102,626,2018,72
Little Rock,12/13/2017,86,46,Home,,,4670,32,2018,72
Chicago St.,12/16/2017,84,58,Away,,,750,136,2018,72
Southeast Mo. St.,12/20/2017,75,67,Away,,,702,654,2018,72
Ole Miss,12/22/2017,59,82,Away,,,7993,433,2018,72
Drake,12/28/2017,64,66,Away,,,2611,189,2018,72
UNI,12/31/2017,72,53,Home,,,5684,504,2018,72
Valparaiso,01/03/2018,80,71,Home,,,5294,735,2018,72
Evansville,01/06/2018,44,68,Away,,,4171,219,2018,72
Southern Ill.,01/09/2018,68,62,Home,,,5319,659,2018,72
Loyola Chicago,01/13/2018,65,81,Away,,,2814,371,2018,72
Illinois St.,01/17/2018,57,70,Away,,,6321,299,2018,72
Evansville,01/20/2018,66,53,Home,,,6285,219,2018,72
Missouri St.,01/23/2018,72,52,Home,,,5041,669,2018,72
Indiana St.,01/28/2018,81,73,Away,,,4516,305,2018,72
Loyola Chicago,01/31/2018,69,67,Home,,,5753,371,2018,72
Drake,02/03/2018,68,78,Home,,,7793,189,2018,72
UNI,02/07/2018,65,74,Away,,,3794,504,2018,72
Southern Ill.,02/11/2018,57,74,Away,,,4830,659,2018,72
Illinois St.,02/14/2018,70,58,Home,,,7731,299,2018,72
Valparaiso,02/17/2018,64,77,Away,,,3021,735,2018,72
Missouri St.,02/21/2018,82,78,Away,,,4054,669,2018,72
Indiana St.,02/24/2018,64,66,Home,,,7827,305,2018,72
Drake,03/02/2018,63,61,Neutral,"Scottrade Center, St. Louis, MO",,6410,189,2018,72
Loyola Chicago,03/03/2018,54,62,Neutral,"Scottrade Center, St. Louis, MO",,8415,371,2018,72
Suffolk,11/15/2017,67,75,Away,,,124,684,2018,73
Becker,11/18/2017,83,84,Home,,,325,26107,2018,73
Lasell,11/20/2017,82,77,Away,,,205,8486,2018,73
UMass Dartmouth,11/28/2017,70,76,Away,,,142,656,2018,73
Babson,12/02/2017,81,89,Neutral,"Medford, Mass.",,113,45,2018,73
Tufts,12/03/2017,74,76,Away,,,132,717,2018,73
Newbury,12/07/2017,75,62,Home,,,186,21772,2018,73
Wesleyan (CT),12/09/2017,61,71,Away,,,217,764,2018,73
Bates,12/31/2017,76,73,Away,,,160,50,2018,73
Fitchburg St.,01/03/2018,73,70,Home,,,75,227,2018,73
NYU,01/06/2018,82,90,Away,,,476,479,2018,73
Amherst,01/08/2018,82,102,Home,,,100,24,2018,73
Washington-St. Louis,01/12/2018,56,84,Away,,,319,755,2018,73
Chicago,01/14/2018,67,77,Away,,,149,137,2018,73
Rochester (NY),01/19/2018,66,75,Home,,,250,581,2018,73
Emory,01/21/2018,57,90,Home,,,125,217,2018,73
CWRU,01/26/2018,58,89,Home,,,150,122,2018,73
Carnegie Mellon,01/28/2018,87,79,Home,,,275,119,2018,73
CWRU,02/02/2018,64,69,Away,,,148,122,2018,73
Carnegie Mellon,02/04/2018,58,72,Away,,,162,119,2018,73
Washington-St. Louis,02/09/2018,75,87,Home,,,215,755,2018,73
Chicago,02/11/2018,70,66,Home,,,175,137,2018,73
Rochester (NY),02/16/2018,58,81,Away,,,415,581,2018,73
Emory,02/18/2018,69,82,Away,,,207,217,2018,73
NYU,02/24/2018,97,59,Home,,,175,479,2018,73
Berry,11/18/2017,67,69,Away,,,257,973,2018,30094
Warren Wilson,11/29/2017,92,108,Away,,,100,,2018,30094
Huntingdon,12/02/2017,65,75,Home,,,147,1130,2018,30094
Montreat,12/05/2017,78,103,Home,,,193,,2018,30094
Berea,12/09/2017,68,62,Away,,1 OT,122,30171,2018,30094
Covenant,12/16/2017,69,83,Home,,,150,30111,2018,30094
Methodist,12/17/2017,82,90,Home,,,150,412,2018,30094
LaGrange,12/20/2017,76,85,Home,,,150,1162,2018,30094
Berea,01/03/2018,87,78,Home,,,150,30171,2018,30094
Ferrum,01/06/2018,57,63,Away,,,125,225,2018,30094
Piedmont,01/10/2018,56,72,Away,,,203,21830,2018,30094
Maryville (TN),01/18/2018,79,78,Home,,,150,396,2018,30094
William Peace,01/20/2018,72,86,Home,,,150,17094,2018,30094
N.C. Wesleyan,01/21/2018,78,77,Home,,,150,491,2018,30094
Huntingdon,01/26/2018,47,56,Away,,,178,1130,2018,30094
LaGrange,01/27/2018,82,84,Away,,1 OT,208,1162,2018,30094
Piedmont,01/30/2018,67,90,Home,,,150,21830,2018,30094
Pfeiffer,02/03/2018,74,82,Away,,,270,542,2018,30094
Greensboro,02/04/2018,83,93,Away,,,198,263,2018,30094
Maryville (TN),02/07/2018,69,80,Away,,,991,396,2018,30094
Averett,02/09/2018,67,77,Home,,,150,44,2018,30094
Covenant,02/13/2018,58,84,Away,,,173,30111,2018,30094
Pace,11/11/2017,83,78,Home,,,398,533,2018,74
Adelphi,11/12/2017,104,90,Home,,,303,3,2018,74
Post,11/18/2017,85,79,Neutral,Pratt Rec. Center,,111,1318,2018,74
Merrimack,11/19/2017,98,79,Neutral,Pratt Recreation Center,,75,410,2018,74
Bloomfield,11/25/2017,101,88,Away,,,300,984,2018,74
Jefferson,11/26/2017,81,103,Away,,,83,543,2018,74
American Int'l,12/02/2017,89,71,Away,,,124,22,2018,74
LIU Post,12/06/2017,97,70,Away,,,95,362,2018,74
NYIT,12/09/2017,131,101,Home,,,253,477,2018,74
Roberts Wesleyan,12/15/2017,82,85,Home,,,144,30150,2018,74
Daemen,12/17/2017,84,72,Home,,,155,30174,2018,74
St. Anselm,12/19/2017,61,67,Away,,,174,593,2018,74
Stonehill,12/30/2017,62,78,Home,,,98,682,2018,74
Bentley,12/31/2017,72,70,Home,,,98,56,2018,74
Dist. Columbia,01/03/2018,109,89,Away,,,300,186,2018,74
St. Thomas Aquinas,01/06/2018,73,57,Home,,,137,1348,2018,74
Molloy,01/10/2018,90,84,Away,,,96,437,2018,74
Queens (NY),01/13/2018,99,81,Home,,,133,560,2018,74
Mercy,01/20/2018,81,69,Away,,,79,407,2018,74
Roberts Wesleyan,01/26/2018,77,76,Away,,,1200,30150,2018,74
Daemen,01/28/2018,77,71,Away,,,215,30174,2018,74
LIU Post,01/31/2018,103,69,Home,,,307,362,2018,74
NYIT,02/03/2018,86,81,Away,,,200,477,2018,74
Dist. Columbia,02/07/2018,119,97,Home,,,186,186,2018,74
St. Thomas Aquinas,02/10/2018,74,65,Away,,,157,1348,2018,74
Mercy,02/17/2018,102,73,Home,,,303,407,2018,74
Molloy,02/21/2018,83,73,Home,,,356,437,2018,74
Queens (NY),02/24/2018,114,85,Away,,,250,560,2018,74
Molloy,03/03/2018,79,69,Neutral,"Rochester, N.Y. - Voller Athletic Center",,275,437,2018,74
St. Thomas Aquinas,03/04/2018,65,82,Neutral,"Rochester, N.Y. - Voller Athletic Center",,180,1348,2018,74
Merrimack,03/10/2018,70,85,Neutral,"Syracuse, N.Y. - Ted Grant Court",,125,410,2018,74
Gettysburg,11/17/2017,77,75,Away,,1 OT,244,258,2018,75
Moravian,11/18/2017,89,96,Neutral,"Gettysburg, Pa. - Bream Gym",1 OT,102,443,2018,75
Wilson,11/21/2017,78,91,Away,,,83,12973,2018,75
Marymount (VA),11/26/2017,55,57,Home,,,474,394,2018,75
Randolph,11/29/2017,76,72,Home,,,324,566,2018,75
Guilford,12/02/2017,86,92,Home,,,427,1112,2018,75
Keystone,12/08/2017,88,72,Home,,,345,30047,2018,75
Apprentice,12/09/2017,82,73,Home,,,378,,2018,75
Johnson & Wales (RI),12/16/2017,68,55,Neutral,"Hampden-Sydney, VA - Fleet Gymnasium",,100,22626,2018,75
Buffalo St.,12/17/2017,92,71,Neutral,"Hampden-Sydney, VA - Fleet Gymnasium",,100,85,2018,75
Ferrum,12/30/2017,83,59,Home,,,304,225,2018,75
East. Mennonite,01/03/2018,81,80,Away,,1 OT,398,203,2018,75
Wash. & Lee,01/07/2018,89,101,Away,,,189,752,2018,75
Randolph-Macon,01/10/2018,73,82,Home,,,515,565,2018,75
Guilford,01/13/2018,67,66,Away,,,400,1112,2018,75
Va. Wesleyan,01/17/2018,67,52,Home,,,474,745,2018,75
Roanoke,01/20/2018,59,67,Home,,,474,578,2018,75
Shenandoah,01/24/2018,68,65,Away,,,680,637,2018,75
Emory & Henry,01/27/2018,73,90,Away,,,437,216,2018,75
Wash. & Lee,01/31/2018,79,62,Home,,,474,752,2018,75
Randolph,02/03/2018,60,73,Away,,,245,566,2018,75
East. Mennonite,02/07/2018,68,66,Home,,,557,203,2018,75
Hampden-Sydney,02/10/2018,73,60,Home,,,614,269,2018,75
Va. Wesleyan,02/14/2018,58,60,Away,,,384,745,2018,75
Lynchburg,02/17/2018,66,80,Away,,,287,374,2018,75
East. Mennonite,02/20/2018,67,70,Home,,,804,203,2018,75
MIT,11/15/2017,52,91,Away,,,210,398,2018,76
Clarkson,11/17/2017,66,63,Neutral,"Potsdam, N.Y. - Jerry Welsh Gymnasium",,212,146,2018,76
SUNY Potsdam,11/18/2017,78,85,Away,,,287,552,2018,76
Rhode Island Col.,11/21/2017,81,75,Home,,,300,571,2018,76
Emerson,11/24/2017,74,67,Neutral,"Boston, Mass.",1 OT,92,214,2018,76
UMass Boston,11/25/2017,82,78,Away,,,137,401,2018,76
