opponent_name,game_date,score,opponent_score,location,neutral_site_location,game_length,attendence,opponent_id,year,school_id
CWRU,12/02/2017,67,74,Away,,,148,122,2018,4
Wis.-Whitewater,12/08/2017,66,53,Neutral,"Angola, Ind.  --  Hershey Hall",,100,805,2018,4
Wis. Lutheran,12/09/2017,86,73,Neutral,"Angola, Ind.  --  Hershey Hall",,100,8911,2018,4
Great Lake Christian,12/15/2017,85,61,Home,,,143,,2018,4
Defiance,12/18/2017,76,66,Away,,,125,1050,2018,4
Siena Heights,12/28/2017,64,51,Home,,,100,,2018,4
Earlham,12/30/2017,79,68,Home,,,130,195,2018,4
Calvin,01/03/2018,76,67,Home,,,240,114,2018,4
Albion,01/06/2018,72,65,Away,,,82,15,2018,4
Trine,01/10/2018,74,67,Away,,1 OT,1720,30037,2018,4
Hope,01/13/2018,74,63,Home,,,775,286,2018,4
Olivet,01/17/2018,62,65,Home,,,785,525,2018,4
Alma,01/20/2018,66,73,Away,,,311,21,2018,4
Kalamazoo,01/24/2018,65,46,Home,,,310,326,2018,4
Calvin,01/27/2018,72,94,Away,,,724,114,2018,4
Albion,01/31/2018,67,62,Home,,,415,15,2018,4
Trine,02/03/2018,70,67,Home,,,667,30037,2018,4
Hope,02/07/2018,77,95,Away,,,2006,286,2018,4
Olivet,02/10/2018,78,81,Away,,1 OT,655,525,2018,4
Alma,02/14/2018,67,52,Home,,,375,21,2018,4
Kalamazoo,02/17/2018,58,77,Away,,,412,326,2018,4
Hope,02/23/2018,65,81,Neutral,"Cutler Event Center; Olivet, Mich.",,204,286,2018,4
Texas St.,11/12/2017,65,57,Home,,,1511,670,2018,721
Canisius,11/14/2017,93,79,Home,,,1002,116,2018,721
Ark.-Pine Bluff,11/20/2017,57,47,Home,,,1355,2678,2018,721
Pacific,11/21/2017,71,83,Home,,,1510,534,2018,721
Colorado,11/26/2017,69,81,Away,,,7427,157,2018,721
Indiana St.,11/29/2017,64,74,Away,,,3797,305,2018,721
Denver,12/02/2017,61,59,Away,,,1401,183,2018,721
Western St.,12/04/2017,79,67,Home,,,1535,2759,2018,721
Abilene Christian,12/06/2017,58,62,Home,,,1602,2,2018,721
UC Riverside,12/08/2017,48,67,Away,,,899,111,2018,721
Army West Point,12/17/2017,54,79,Neutral,"Madison Square Garden, New York, NY",,1010,725,2018,721
Johnson & Wales (CO),12/22/2017,111,68,Home,,,1818,30046,2018,721
New Mexico,12/27/2017,58,87,Away,,,10514,473,2018,721
Fresno St.,12/30/2017,59,71,Away,,,6188,96,2018,721
Nevada,01/06/2018,75,86,Home,,,2254,466,2018,721
UNLV,01/10/2018,76,81,Home,,,1911,465,2018,721
San Jose St.,01/13/2018,78,71,Away,,,1405,630,2018,721
Colorado St.,01/17/2018,76,71,Away,,,3216,156,2018,721
Utah St.,01/24/2018,49,71,Away,,,6974,731,2018,721
Boise St.,01/27/2018,64,70,Home,,,2436,66,2018,721
San Diego St.,02/03/2018,50,81,Away,,,11482,626,2018,721
Colorado St.,02/06/2018,78,73,Home,,,2556,156,2018,721
New Mexico,02/10/2018,100,92,Home,,,2851,473,2018,721
UNLV,02/14/2018,73,81,Away,,,9027,465,2018,721
Boise St.,02/17/2018,52,76,Away,,,7530,66,2018,721
San Diego St.,02/21/2018,56,67,Home,,,1868,626,2018,721
Utah St.,02/24/2018,75,65,Home,,,3267,731,2018,721
Fresno St.,02/26/2018,48,54,Home,,,2150,96,2018,721
Wyoming,02/28/2018,54,66,Away,,,5731,811,2018,721
San Jose St.,03/03/2018,83,61,Home,,,3018,630,2018,721
UNLV,03/07/2018,90,97,Away,,1 OT,4994,465,2018,721
Cleveland St.,11/11/2017,67,57,Home,,,4036,148,2018,5
UT Martin,11/18/2017,76,59,Home,,,2713,695,2018,5
Dayton,11/25/2017,60,73,Away,,,12872,175,2018,5
Chattanooga,11/28/2017,75,70,Home,,,2495,693,2018,5
Marshall,12/02/2017,64,86,Away,,,5104,388,2018,5
Fort Wayne,12/06/2017,83,79,Home,,,2340,308,2018,5
Appalachian St.,12/09/2017,94,89,Home,,,2219,27,2018,5
Mississippi Val.,12/16/2017,81,63,Home,,,2155,432,2018,5
Southern California,12/22/2017,53,84,Neutral,"Stan Sheriff Center - Honolulu, HI",,5918,657,2018,5
Princeton,12/23/2017,62,64,Neutral,"Honolulu, Hawaii (Stan Sheriff Center)",,5811,554,2018,5
Davidson,12/25/2017,78,91,Neutral,"Stan Sheriff Center - Honolulu, HI",,6698,173,2018,5
Concord,12/29/2017,86,49,Home,,,2283,1028,2018,5
Western Mich.,01/02/2018,75,87,Away,,,2110,774,2018,5
Toledo,01/05/2018,65,67,Away,,,4155,709,2018,5
Buffalo,01/09/2018,65,87,Home,,,2924,86,2018,5
Bowling Green,01/13/2018,80,78,Home,,,3204,71,2018,5
Eastern Mich.,01/16/2018,49,63,Away,,,1254,204,2018,5
Northern Ill.,01/20/2018,82,67,Home,,,3378,503,2018,5
Ohio,01/23/2018,71,68,Home,,,2653,519,2018,5
Ball St.,01/27/2018,106,111,Away,,2 OT,3867,47,2018,5
Miami (OH),01/30/2018,64,79,Away,,,1808,414,2018,5
Toledo,02/03/2018,56,77,Home,,,2584,709,2018,5
Ohio,02/06/2018,75,99,Away,,,6151,519,2018,5
Central Mich.,02/10/2018,69,63,Home,,,2564,129,2018,5
Ball St.,02/13/2018,77,90,Home,,,2543,47,2018,5
Kent St.,02/17/2018,68,78,Away,,,6055,331,2018,5
Bowling Green,02/20/2018,81,79,Away,,,1540,71,2018,5
Miami (OH),02/24/2018,62,64,Home,,1 OT,2751,414,2018,5
Buffalo,02/27/2018,68,80,Away,,,3659,86,2018,5
Kent St.,03/02/2018,67,65,Home,,,4349,331,2018,5
Western Mich.,03/05/2018,79,78,Away,,,897,774,2018,5
Eastern Mich.,03/08/2018,58,67,Neutral,"Cleveland, Ohio (Quicken Loans Arena)",,2605,204,2018,5
Memphis,11/10/2017,82,70,Neutral,"Annapolis, Md. (Alumni Hall)",,3238,404,2018,8
Lipscomb,11/14/2017,86,64,Home,,,12325,28600,2018,8
Alabama A&M,11/17/2017,104,67,Home,,,11948,6,2018,8
UT Arlington,11/21/2017,77,76,Home,,,11737,702,2018,8
BYU,11/24/2017,71,59,Neutral,"Steinberg Wellness Center - Brooklyn, NY",,1240,77,2018,8
Minnesota,11/25/2017,84,89,Neutral,"Barclays Centers (Brooklyn, N.Y.)",,3469,428,2018,8
Louisiana Tech,11/29/2017,77,74,Home,,,12062,366,2018,8
UCF,12/03/2017,62,65,Home,,,13534,128,2018,8
Rhode Island,12/06/2017,68,64,Home,,,12807,572,2018,8
Arizona,12/09/2017,82,88,Away,,,14644,29,2018,8
Mercer,12/19/2017,80,79,Neutral,"Huntsville, Ala.",,4799,406,2018,8
Texas,12/22/2017,50,66,Home,,,16146,703,2018,8
Texas A&M,12/30/2017,79,57,Home,,,14218,697,2018,8
Vanderbilt,01/02/2018,75,76,Away,,,9519,736,2018,8
Georgia,01/06/2018,46,65,Away,,,10523,257,2018,8
South Carolina,01/09/2018,76,62,Home,,,10909,648,2018,8
LSU,01/13/2018,74,66,Away,,,13600,365,2018,8
Auburn,01/17/2018,76,71,Home,,,15383,37,2018,8
Mississippi St.,01/20/2018,68,62,Home,,,15383,430,2018,8
Ole Miss,01/23/2018,66,78,Away,,,8099,433,2018,8
Oklahoma,01/27/2018,80,73,Home,,,15383,522,2018,8
Missouri,01/31/2018,60,69,Home,,,11603,434,2018,8
Florida,02/03/2018,68,50,Away,,,10845,235,2018,8
Mississippi St.,02/06/2018,63,67,Away,,,7095,430,2018,8
Tennessee,02/10/2018,78,50,Home,,,15383,694,2018,8
LSU,02/13/2018,80,65,Home,,,11154,365,2018,8
Kentucky,02/17/2018,71,81,Away,,,23220,334,2018,8
Auburn,02/21/2018,71,90,Away,,,9121,37,2018,8
Arkansas,02/24/2018,73,76,Home,,,15383,31,2018,8
Florida,02/27/2018,52,73,Home,,,12282,235,2018,8
Texas A&M,03/03/2018,66,68,Away,,,10755,697,2018,8
Texas A&M,03/08/2018,71,70,Neutral,"Scottrade Center, St. Louis, MO",,15129,697,2018,8
Auburn,03/09/2018,81,63,Neutral,"St. Louis, Mo. (Scottrade Center)",,16364,37,2018,8
Kentucky,03/10/2018,63,86,Neutral,"Scottrade Center, St. Louis, Missouri",,18729,334,2018,8
Virginia Tech,03/15/2018,86,83,Neutral,"Pittsburgh, Pa. (PPG Paints Arena)",,18715,742,2018,8
Villanova,03/17/2018,58,81,Neutral,"Pittsburgh, Pa. (PPG Paints Arena)",,19015,739,2018,8
Ohio,11/11/2017,53,61,Away,,,4037,519,2018,6
Samford,11/13/2017,68,87,Away,,,1885,625,2018,6
Alabama,11/17/2017,67,104,Away,,,11948,8,2018,6
Minnesota,11/21/2017,57,100,Away,,,10704,428,2018,6
Niagara,11/24/2017,74,96,Away,,,842,482,2018,6
Western Caro.,11/25/2017,72,82,Neutral,'Taps' Gallagher Center,,809,769,2018,6
Georgia St.,11/29/2017,53,63,Home,,,1979,254,2018,6
Austin Peay,12/02/2017,47,67,Away,,,1417,43,2018,6
DePaul,12/11/2017,59,83,Away,,,4508,176,2018,6
Southern Miss.,12/13/2017,54,69,Home,,,382,664,2018,6
UAB,12/16/2017,58,90,Away,,,7209,9,2018,6
Michigan,12/21/2017,47,97,Away,,,9325,418,2018,6
Georgetown,12/23/2017,49,89,Away,,,5149,251,2018,6
Grambling,01/01/2018,71,64,Away,,,231,261,2018,6
Jackson St.,01/03/2018,56,59,Away,,,1019,314,2018,6
Ark.-Pine Bluff,01/06/2018,62,69,Home,,,562,2678,2018,6
Mississippi Val.,01/08/2018,65,55,Home,,,858,432,2018,6
Alabama St.,01/13/2018,67,70,Away,,,2780,7,2018,6
Alcorn,01/20/2018,52,68,Away,,,362,17,2018,6
Southern U.,01/22/2018,61,62,Away,,,1109,665,2018,6
Texas Southern,01/27/2018,56,58,Home,,,1200,699,2018,6
Prairie View,01/29/2018,67,88,Home,,,423,553,2018,6
Ark.-Pine Bluff,02/03/2018,62,80,Away,,,4457,2678,2018,6
Mississippi Val.,02/05/2018,67,77,Away,,,1198,432,2018,6
Alabama St.,02/10/2018,50,69,Home,,,4400,7,2018,6
Alcorn,02/17/2018,60,80,Home,,,1527,17,2018,6
Southern U.,02/19/2018,50,60,Home,,,357,665,2018,6
Texas Southern,02/24/2018,71,106,Away,,,1028,699,2018,6
Prairie View,02/26/2018,58,71,Away,,,1443,553,2018,6
Grambling,03/01/2018,74,84,Home,,1 OT,1200,261,2018,6
Jackson St.,03/03/2018,66,59,Home,,,413,314,2018,6
Mississippi St.,11/10/2017,68,96,Away,,,6811,430,2018,7
Iowa,11/12/2017,58,92,Away,,,11637,312,2018,7
South Dakota St.,11/14/2017,63,94,Away,,,1887,649,2018,7
Oregon,11/17/2017,56,114,Away,,,8100,529,2018,7
Chattanooga,11/20/2017,50,67,Away,,,2332,693,2018,7
Savannah St.,11/21/2017,97,101,Neutral,"Chattanooga, Tenn. (McKenzie Arena)",,304,632,2018,7
Cincinnati,11/27/2017,51,83,Away,,,7012,140,2018,7
Jacksonville St.,11/30/2017,69,77,Away,,,1769,315,2018,7
Tennessee St.,12/12/2017,45,64,Home,,,362,691,2018,7
Winthrop,12/16/2017,80,88,Home,,,680,792,2018,7
Louisiana Tech,12/21/2017,62,74,Neutral,"New Orleans, La. (Convocation Center)",,263,366,2018,7
Liberty,12/22/2017,70,87,Neutral,Xavier Convocation Center,,250,355,2018,7
Jackson St.,01/01/2018,73,82,Away,,,807,314,2018,7
Grambling,01/03/2018,74,66,Away,,,325,261,2018,7
Mississippi Val.,01/06/2018,63,46,Home,,,863,432,2018,7
Ark.-Pine Bluff,01/08/2018,68,94,Home,,,562,2678,2018,7
Alabama A&M,01/13/2018,70,67,Home,,,2780,6,2018,7
Southern U.,01/20/2018,61,63,Away,,,1299,665,2018,7
Alcorn,01/22/2018,64,81,Away,,,653,17,2018,7
Prairie View,01/27/2018,80,86,Home,,,984,553,2018,7
Texas Southern,01/29/2018,82,97,Home,,,1237,699,2018,7
Mississippi Val.,02/03/2018,89,85,Away,,1 OT,1927,432,2018,7
Ark.-Pine Bluff,02/05/2018,65,59,Away,,,3120,2678,2018,7
Alabama A&M,02/10/2018,69,50,Away,,,4400,6,2018,7
Southern U.,02/17/2018,67,71,Home,,,2096,665,2018,7
Alcorn,02/19/2018,82,62,Home,,,1252,17,2018,7
Prairie View,02/24/2018,74,80,Away,,,3240,553,2018,7
Texas Southern,02/26/2018,77,95,Away,,,1021,699,2018,7
Jackson St.,03/01/2018,62,60,Home,,,1673,314,2018,7
Grambling,03/03/2018,64,66,Home,,,1768,261,2018,7
Texas Southern,03/06/2018,76,90,Away,,,2481,699,2018,7
Antelope Valley,11/04/2017,70,69,Away,,,200,,2018,11
Hawaii Pacific,11/10/2017,51,65,Home,,,982,2696,2018,11
Chaminade,11/11/2017,65,71,Home,,,915,133,2018,11
Holy Names,11/17/2017,63,55,Home,,,1129,30175,2018,11
Holy Names,11/18/2017,80,74,Home,,,1024,30175,2018,11
CSU Bakersfield,11/22/2017,39,59,Home,,,2732,94,2018,11
Santa Clara,11/23/2017,78,73,Home,,1 OT,1880,631,2018,11
Col. of Charleston,11/25/2017,46,55,Home,,,2229,1014,2018,11
Alas. Fairbanks,11/28/2017,65,39,Home,,,757,12,2018,11
Mont. St. Billings,11/30/2017,74,62,Home,,,1009,205,2018,11
Western Ore.,12/17/2017,50,82,Away,,,313,1446,2018,11
Concordia Portland,12/19/2017,59,55,Away,,,234,30200,2018,11
Saint Martin's,01/04/2018,66,71,Home,,,726,1343,2018,11
Seattle Pacific,01/06/2018,54,57,Home,,,772,634,2018,11
Central Wash.,01/11/2018,71,72,Away,,1 OT,1072,1010,2018,11
Northwest Nazarene,01/13/2018,78,79,Away,,1 OT,925,1274,2018,11
Simon Fraser,01/18/2018,53,46,Home,,,695,30127,2018,11
Western Wash.,01/20/2018,61,70,Home,,,875,1448,2018,11
Concordia Portland,01/25/2018,62,57,Home,,,807,30200,2018,11
Western Ore.,01/27/2018,62,72,Home,,,884,1446,2018,11
Seattle Pacific,02/01/2018,67,62,Away,,,275,634,2018,11
Saint Martin's,02/03/2018,67,79,Away,,,1032,1343,2018,11
Northwest Nazarene,02/08/2018,59,48,Home,,,695,1274,2018,11
Central Wash.,02/10/2018,70,54,Home,,,819,1010,2018,11
Western Wash.,02/15/2018,56,66,Away,,,803,1448,2018,11
Simon Fraser,02/17/2018,66,64,Away,,,575,30127,2018,11
Alas. Fairbanks,02/20/2018,44,43,Away,,,763,12,2018,11
Mont. St. Billings,02/24/2018,59,52,Away,,,401,205,2018,11
Seattle Pacific,03/01/2018,51,64,Home,,,509,634,2018,11
Chaminade,11/10/2017,58,71,Neutral,"Alaska Airlines Center - Anchorage, AK",,450,133,2018,12
Hawaii Pacific,11/11/2017,97,90,Neutral,"Anchorage, AK (Alaska Airlines Center)",,400,2696,2018,12
Holy Names,11/20/2017,81,82,Home,,2 OT,419,30175,2018,12
Holy Names,11/21/2017,67,77,Home,,,430,30175,2018,12
Capilano (CAN),11/24/2017,108,60,Neutral,"Bellingham, WA (Carver Gym)",,82,,2018,12
UC San Diego,11/25/2017,56,80,Neutral,"Bellingham, WA (Carver Gym)",,101,112,2018,12
Alas. Anchorage,11/28/2017,39,65,Away,,,757,11,2018,12
Mont. St. Billings,12/02/2017,88,80,Home,,,446,205,2018,12
Concordia Portland,12/17/2017,81,66,Away,,,361,30200,2018,12
Western Ore.,12/19/2017,60,81,Away,,,353,1446,2018,12
Seattle Pacific,01/04/2018,79,95,Home,,,209,634,2018,12
Saint Martin's,01/06/2018,78,71,Home,,,167,1343,2018,12
Northwest Nazarene,01/11/2018,80,74,Away,,,427,1274,2018,12
Central Wash.,01/13/2018,86,83,Away,,,1081,1010,2018,12
Western Wash.,01/18/2018,74,86,Home,,,287,1448,2018,12
Simon Fraser,01/20/2018,74,57,Home,,,228,30127,2018,12
Western Ore.,01/25/2018,54,81,Home,,,278,1446,2018,12
Concordia Portland,01/27/2018,63,62,Home,,,376,30200,2018,12
Saint Martin's,02/01/2018,59,80,Away,,,684,1343,2018,12
Seattle Pacific,02/03/2018,60,87,Away,,,762,634,2018,12
Central Wash.,02/08/2018,76,79,Home,,,193,1010,2018,12
Northwest Nazarene,02/10/2018,67,53,Home,,,210,1274,2018,12
Simon Fraser,02/15/2018,51,83,Away,,,225,30127,2018,12
Western Wash.,02/17/2018,60,70,Away,,,947,1448,2018,12
Alas. Anchorage,02/20/2018,43,44,Home,,,763,11,2018,12
Mont. St. Billings,02/22/2018,69,59,Away,,,312,205,2018,12
West Florida,11/11/2017,68,77,Away,,,403,11740,2018,13
Valdosta St.,11/12/2017,76,100,Neutral,"Pensacola, Fla.",,200,734,2018,13
Ga. Southwestern,11/15/2017,72,81,Home,,,2165,1097,2018,13
Catawba,11/17/2017,69,77,Home,,,2132,1001,2018,13
Florida A&M,11/20/2017,59,77,Away,,,1378,228,2018,13
